frame_id,title,openalex_ids,openalex_types,provider_ids_missing,document_type_state
bib_cbaefe910fa9e38b,Ecological Roles of Indian Palm Squirrels ( spp.) as Floral Funambulus Visitors Across Five Indian States: First Comprehensive Account,W7165002080,article,,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_bb0187a90bd94687,Reproductive success and production of nectar in Mandevilla funiformis (Apocynaceae): accessibility to visitors and effect of floral stage,W4367323150,article,,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_f9d561b68ffcd878,"Bumblebees with big teeth: revising the subgenus Alpigenobombus with the good, the bad and the ugly of numts (Hymenoptera: Apidae)",W4387075467,article,,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_46125c08460f585c,NECTAR ROBBING BY THE RED-TAILED COMET SAPPHO SPARGANURUS: THE VALUE OF CITIZEN SCIENCE TO DOCUMENT INFREQUENT BEHAVIOR IN BIRDS,W4392891711,article,,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_3bb123dbab5986d5,Nectar robber-mediated selection on calyx length in Salvia castanea,W7153443585,dataset,,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_0988fb9c95703ec8,Nectar robber-mediated selection on calyx length in Salvia castanea,W7153570881,dataset,,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_88d404e8aedb2a2e,Data from: Blueberry floral morphology influences pollinator visitation and behavioural patterns,W7163542668,dataset,,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_4fec8b096c8077c4,Data from: Blueberry floral morphology influences pollinator visitation and behavioural patterns,W7163518526,dataset,,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_5162be4d5f2786d9,"Nectar robbing does not affect female reproductive success of an endangered Antirrhinum species, Plantaginaceae",W4394343695,dataset,,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_f40cf5ddb079e74d,Flower Morphology Influences Pollinator Community with Implications for Cross-Pollination: Observations in Rabbiteye Blueberry (Vaccinium ashei Reade),W954830938,article,,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_330024f0c7b430f2,Bee-Plant Interactions in Coffee Agroecosystems: Management and Matrix Effects on Mutualistic and Antagonistic Relationships,W4287536459,dissertation,,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_17f6d67a128991f6,Asociación entre el robo de néctar y las características florales en una comunidad montana de los Andes colombianos,W3129629679,article,,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_2c6d7a128680d4c5,Bumblebees' Bombus impatiens (Cresson) Learning: An Ecological Context,W2609261019|W7201920517,dissertation|dissertation,,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_4b90e640ac4e5193,Colored floral organs influence pollinator behavior and pollen transfer in Commelina communis (Commelinaceae),W7208429399,,W7208429399,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_27dded66dd1d4356,Crypsis in non-flying mammal pollinated Proteaceae: novel adaptations and evidence of nectarivorous bird avoidance,W3009089974,dissertation,,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_26236df680e14a31,"Diversidade funcional de abelhas e de plantas em áreas restauradas na parte sul da floresta atlântica, no município de Antonina (PR)",W3005321011,dissertation,,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_46c64ae3bfc18a92,Dynamique évolutive de la gynodioécie chez Silene nutans et conditions de son maintien en populations,W107137175,,W107137175,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_edcc26ef19db60fb,Ecological and evolutionary implications of nectar robbery,W7141773724,dissertation,,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_2a2a77069e36ad26,Flower selection of Xylocopa violacea: aromatic and ornamental plants as resources in a botanic garden,W2992975745,book-chapter,,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_a3eab8cb096779c6,HERBIVORE RESISTANCE AND POLLINATION: IMPLICATIONS FOR POLLINATION AND NECTAR ROBBING IN A DISTYLOUS PLANT',W2398098277,article,,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_d934c15c7f2e7c08,Implicaciones ecológicas y evolutivas del robo de néctar en ecosistemas neotropicales venezolanos,W2775412905,dissertation,,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_e92356b1befec043,Interaction between Bombus terrestris and honeybees in red clover fields reduces abundance of other bumblebees and red clover yield,W2565554637,dissertation,,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_b573d1273826075f,Is bee‐avoidance by bird‐pollinated flowers driven by nectar robbing in Erica?,W7133281174,article,,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_e8cbfb432982d57a,Keanekaragaman Makrozoobenthos Di Kawasan Perairan Kuala Tanjung Kecamatan Medang Deras Kabupaten Batubara,W36009830,article,,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_78d619cf798a16c8,Reproduction and genetics in fragmented plant populations,W1506908102,other,,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_8fc78916b3933b8d,Stratégies de diversification végétale et interactions entre insectes bénéfiques floricoles : quels impacts sur les communautés d’ennemis naturels et de pollinisateurs et sur le contrôle biologique des phytophages ?,W3168184900,,W3168184900,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_afb2faf9d14ed80b,The ecology of pollination and nectar robbing in Linaria vulgaris in the Colorado Rocky Mountains,W7133015872,dissertation,,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
bib_0b56cca73495f9a5,The Role of Pollinator Shifts in the Floral Diversification of Iochroma (Solanaceae),W7139564698,,W7139564698,RETAINED_PRIMARY_OR_UNRESOLVED_TYPE
