frame_id,doi,title,year,source_dbs,query_ids,screen_status,known_study_id,known_direction,eligibility_status,direction,screening_notes
bib_9e7100686cad5425,10.1093/aobpla/plaa046,Pollinators drive floral evolution in an Atlantic Forest genus,2020,OpenAlex,Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_dc4ce587c044f06a,10.1093/aobpla/plab006,Intraspecific relationships between floral signals and rewards with implications for plant fitness,2021,OpenAlex,Q4|Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_0510c4fc01a42923,10.1093/aobpla/plab029,Do flowers removed of either nectar or pollen attract fewer bumblebee pollinators? An experimental test in Impatiens oxyanthera,2021,OpenAlex,Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_3f642f107aa280db,10.1093/aobpla/plae065,Pollination effectiveness affects the level of generalisation of a plant species with phenotypically plastic flowers,2025,OpenAlex,Q3|Q5|Q6|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_aab4dd4a71a53058,10.1093/aobpla/plaf046,Temporal dynamics of floral characteristics and reproduction output of Impatiens oxyanthera under warming,2025,OpenAlex,Q3|Q4|Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_901e657b81358ca7,10.1093/aobpla/plu003,"Floral specialization and angiosperm diversity: phenotypic divergence, fitness trade-offs and realized pollination accuracy",2014,OpenAlex,Q4|Q5|Q6|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_5598740e52911d9e,10.1093/aobpla/plu031,Effects of pollination limitation and seed predation on female reproductive success of a deceptive orchid,2014,OpenAlex,Q4,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_170717bae4c34f7a,10.1093/aobpla/plv019,Rainwater in cupulate bracts repels seed herbivores in a bumblebee-pollinated subalpine flower,2015,OpenAlex,Q4|Q5|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_53d3d43804bcff5d,10.1093/aobpla/ply071,On the origin of orphan hybrids betweenAquilegia formosaandAquilegia flavescens,2018,OpenAlex,Q5|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_9805966ea4e98972,10.1093/aobpla/plz078,Continuous variation in herkogamy enhances the reproductive response of Lonicera implexa to spatial variation in pollinator assemblages,2019,OpenAlex,Q1|Q3|Q4|Q5|Q6|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_305688a8893116bc,10.1093/beheco/arae083,Learning to handle flowers increases pollen collection for bees but does not affect pollination success for plants,2024,OpenAlex,Q5|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_ed824ca00feb5a64,10.1093/biolinnean/blad164,Mixed mating patterns in morphologically diverse bumblebee-pollinated Salvia species from China,2023,OpenAlex,Q1|Q3|Q5|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_a2f232e15ad8209f,10.1093/biolinnean/blae013,Complex floral morphology and scent chemistry mediate hawkmoth pollination of an African orchid in the diverse Habenaria clade,2024,OpenAlex,Q5|Q6|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_5fe4d69e4dc9d8f1,10.1093/biolinnean/blaf093,Improving allometric models to estimate the proboscis length of tropical bees,2025,OpenAlex,Q3|Q6|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_10d0fae71ce3864a,10.1093/botlinnean/boy016,"Diversity of floral nectary secretions and structure, and implications for their evolution in Anacardiaceae",2018,OpenAlex,Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_089fdb1ba05cae9b,10.1093/cz/zoab015,Florivory by the occupants of phytotelmata in flower parts can decrease host plant fecundity,2021,OpenAlex,Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_3eb156844c99b5d1,10.1093/czoolo/57.4.468,Memory for location and visual cues in white-eared hummingbirds Hylocharis leucotis,2011,OpenAlex,Q1,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_98cfb5f3b8b33f6a,10.1093/ee/nvae126,"Pacific Northwest native plants and native cultivars, part I: pollinator visitation",2025,OpenAlex,Q4|Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_fc7066ccdcc8bb07,10.1093/evolut/qpac056,The evolution of partner specificity in mutualisms,2022,OpenAlex,Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_98312003c844e839,10.1093/femsec/fix150,Solving the puzzle of yeast survival in ephemeral nectar systems: exponential growth is not enough,2017,OpenAlex,Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_1556cb9234749953,10.1093/jee/toaf242,"Historical agroeconomic analysis of the relationship between commercial pollinator use and Vaccinium angustifolium (Ericales: Ericaceae) yield in Quebec, Canada (2015–2021)",2025,OpenAlex,Q5|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_a30ee4e8068f4d81,10.1093/jisesa/iead006,Morphological Variation in Bumblebees (Bombus terrestris) (Hymenoptera:Apidae) After Three Decades of an Island Invasion,2023,OpenAlex,Q3|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_3bd4a200079a5d49,10.1093/jpe/rtaa023,The ultraviolet colour component enhances the attractiveness of red flowers of a bee-pollinated plant,2020,OpenAlex,Q4,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_a6c6c77a5547900d,10.1093/jpe/rtaa089,Polyploidization and sexual dimorphism of floral traits in a subdioecious population of Dasiphora glabra,2020,OpenAlex,Q4,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_d58b1908944ad958,10.1093/jpe/rtad036,The conspicuously large bracts influence reproductive success in Thunia alba (Orchidaceae),2023,OpenAlex,Q4,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_7ffda312538d7516,10.1093/jpe/rtu012,How do belowground organisms influence plant-pollinator interactions?,2014,OpenAlex,Q4|Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_5f5e6d0dbfbbdb6d,10.1093/jpe/rtv020,Variation of nectar production in relation to plant characteristics in protandrous Aconitum gymnandrum,2015,OpenAlex,Q4|Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_3b822dbf8b4d71e2,10.1093/jxb/eraa549,Flower evolution in the presence of heterospecific gene flow and its contribution to lineage divergence,2020,OpenAlex,Q4|Q5|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_048dc2278931f48c,10.1093/jxb/ert025,Control of flower size,2013,OpenAlex,Q3|Q4|Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_3376ac1b8bd2d311,10.1093/oso/9780199553068.003.0012,Bumblebees as Pollinators,2009,OpenAlex,Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_db402896056b7161,10.1098/rsbl.2024.0082,Zygomorphic flowers last longer: the evolution of floral symmetry and floral longevity,2024,OpenAlex,Q4,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_f11ce9ebb277e5e7,10.1098/rspb.2012.1621,Diverse pollinator communities enhance plant reproductive success,2012,OpenAlex,Q4|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_3f2dd6ed29955b68,10.1098/rspb.2013.2934,The evolution of signal–reward correlations in bee- and hummingbird-pollinated species of Salvia,2014,OpenAlex,Q4|Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_dfe1e4df00285b8b,10.1098/rspb.2018.0635,Linking pollinator efficiency to patterns of pollen limitation: small bees exploit the plant–pollinator mutualism,2018,OpenAlex,Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_d6bc9c3bc1ee369f,10.1098/rspb.2024.1279,Species morphology better predicts plant–hummingbird interactions across elevations than nectar traits,2024,OpenAlex,Q1|Q3|Q4|Q5|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_899e06c1fb2be95c,10.1098/rstb.2019.0486,Noisy communities and signal detection: why do foragers visit rewardless flowers?,2020,OpenAlex,Q4,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_79815198d6693b38,10.1100/2012/381575,Morphofunctional Traits and Pollination Mechanisms ofCoronilla emerusL. Flowers (Fabaceae),2012,OpenAlex,Q5|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_3f8df5e41e9fbc92,10.1101/184382,Floral herbivory does not reduce pollination-mediated fitness in shelter rewarding Royal Irises,2017,OpenAlex,Q4,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_5f16b1904a5f2a29,10.1101/2020.05.19.104968,Fungi are more dispersal limited than bacteria among flowers,2020,OpenAlex,Q1|Q3|Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_172833b541c798a2,10.1101/2020.06.10.143909,"Nectar larceny in the trainbearers ( Lesbia , Trochilidae)",2020,OpenAlex,Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_23cf813bc9bcbae5,10.1101/2021.02.16.431477,Role and patterns of butterflies and hawkmoths in plant-pollinator networks at different elevations and seasons in tropical rainforests of Mount Cameroon,2021,OpenAlex,Q3|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_81406c0b9033af56,10.1101/2021.11.22.469544,The role of indirect effects in coevolution as mutualism transitions into antagonism,2021,OpenAlex,Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_0f713e866eb19135,10.1101/2021.12.10.472103,The evolution of partner specificity in mutualisms,2022,OpenAlex,Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_0d1aaad9db339538,10.1101/2022.02.24.481682,Tropical hummingbird pollination networks are resistant to short-term experimental removal of a common flowering plant,2022,OpenAlex,Q1,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_32f41f09f857e20b,10.1101/2022.05.16.492032,Cheaters among pollinators: Floral traits drive spatiotemporal variation in nectar robbing and thieving in Afrotropical rainforests,2022,OpenAlex,Q3|Q4|Q6|Q8,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_8d69e711b11067a3,10.1101/2022.05.19.492749,Age-specific and Sex-specific Nectar and Pollen Use by a Butterfly Pollinator,2022,OpenAlex,Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_8538d2d6f2f8f1f2,10.1101/2022.10.10.511574,The establishment and transmission of novel foraging techniques indicates a capacity for culture in bumblebees ( Bombus terrestris ),2022,OpenAlex,Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_0c9a5fb5001bb854,10.1101/2022.12.13.519978,Hyobanche hanekomii (Orobanchaceae) is pollinated by non-flying mammals and birds,2022,OpenAlex,Q1|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_4b404a44bfaf95d1,10.1101/2023.02.13.528270,Floral volatiles evoke partially similar responses in both florivores and pollinators and are correlated with non-volatile reward chemicals,2023,OpenAlex,Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_fc08b9fd1da253e5,10.1101/2023.03.31.533549,When cheating turns into a stabilizing mechanism of mutualistic networks,2023,OpenAlex,Q1|Q3,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_c0c66390923a3593,10.1101/2023.08.29.555358,Social learning of a challenging two-step action sequence fulfils key criteria of cumulative culture in an insect,2023,OpenAlex,Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_7f8e73af49cacddc,10.1101/2023.10.29.564637,Within-species floral evolution reveals convergence in adaptive walks during incipient pollinator shift,2023,OpenAlex,Q1|Q3|Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_99e53f7bf83230cb,10.1101/2024.02.22.581568,Genotypic variation in blueberry flower morphology and nectar reward content affects pollinator attraction in a diverse breeding population,2024,OpenAlex,Q1|Q2|Q4|Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_12852c2f74e2f976,10.1101/2024.04.25.591145,The Role of Similarity of Stimuli and Responses in Learning by Nectar-Foraging Bumble Bees: A Test of Osgood’s Model,2024,OpenAlex,Q5|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_62c0bf14ac49f8fb,10.1101/2024.09.08.611921,Landscape-wide metabarcoding of the invasive bumblebee (Bombus terrestris) shows interactions among the gut microbiome and pollenbiome,2024,OpenAlex,Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_8e360ec5ab43ae03,10.1101/2025.03.03.641175,Bumblebee string-pulling skill spreads between colonies under open diffusion conditions,2025,OpenAlex,Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_b5ce4726dff91b7c,10.1101/2025.10.17.683152,Nectar yeast scent additions fail to impact overall bouquet composition and bumble bee visitation in a montane herb,2025,OpenAlex,Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_8f3d3144994dd96f,10.1101/370700,Conflict of evolutionary interests between plants and pollinators revealed through functional exploration of flower morphospace,2018,OpenAlex,Q3|Q5|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_766f0e781e39c5b7,10.1101/507319,Flowers respond to pollinator sound within minutes by increasing nectar sugar concentration,2018,OpenAlex,Q4,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_aedce1b1107eded8,10.1101/551523,"Honey bees, Apis mellifera , are important pollinators of the highbush blueberry variety Ventura despite the inability to sonicate",2019,OpenAlex,Q3|Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_8f058f659df848fb,10.1111/1365-2435.12751,"Direct interactions between invasive plants and native pollinators: evidence, impacts and approaches",2016,OpenAlex,Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_95c43f5770fec1dc,10.1111/1365-2435.12933,Nectar bacteria affect life history of a generalist aphid parasitoid by altering nectar chemistry,2017,OpenAlex,Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_57306107d0e922b0,10.1111/1365-2435.13581,To bee or not to bee: The ‘raison d'être’ of toxic secondary compounds in the pollen of Boraginaceae,2020,OpenAlex,Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_8ddbb8eade2ecb7b,10.1111/1365-2435.13886,"Evolutionary and ecological factors structure a plant–bumblebee network in a biodiversity hotspot, the Himalaya–Hengduan Mountains",2021,OpenAlex,Q3|Q5|Q6|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_59b67f7647fcb339,10.1111/1365-2435.14210,Estimates of nectar productivity through a simulation approach differ from the nectar produced in 24 h,2022,OpenAlex,Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_eafc7aa9dbca938e,10.1111/1365-2435.14211,Integration of historic collections can shed light on patterns of change in plant–pollinator interactions and pollination service,2022,OpenAlex,Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_ad992ba87c75ef99,10.1111/1365-2435.70167,Functional generalism in plant–hummingbird interactions: Causes and consequences from a plant perspective,2025,OpenAlex,Q1|Q2|Q4|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_c26999df92339326,10.1111/1365-2435.70276,Is bee‐avoidance by bird‐pollinated flowers driven by nectar robbing in Erica ?,2026,OpenAlex,Q1|Q4|Q5,KNOWN_DIRECT_CORPUS_MATCH,Coetzee_et_al_2026,OPPOSITE,KNOWN_ELIGIBLE_DIRECT,OPPOSITE,matched_by=DOI
bib_a89ebb0521328413,10.1111/1365-2435.70415,Bird extinctions shift bill–flower trait matching in Hawaiian lobelioids,2026,OpenAlex,Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_d075191666c5cd6e,10.1111/1365-2656.12161,Determination of temperate bird–flower interactions as entangled mutualistic and antagonistic sub‐networks: characterization at the network and species levels,2013,OpenAlex,Q1|Q4,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_25b2582dbc9f686e,10.1111/1365-2664.12530,EDITOR'S CHOICE: REVIEW: Trait matching of flower visitors and crops predicts fruit set better than trait diversity,2015,OpenAlex,Q5|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_9243f6eab2bfec1b,10.1111/1365-2664.13121,Coordinated species importation policies are needed to reduce serious invasions globally: The case of alien bumblebees in South America,2018,OpenAlex,Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_c525b9750b6f06a9,10.1111/1365-2745.12166,Nectar thieves influence reproductive fitness by altering behaviour of nectar robbers and legitimate pollinators in C orydalis ambigua ( F umariaceae),2013,OpenAlex,Q3|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_e729d0666d6901f3,10.1111/1365-2745.13636,Rapid evolution of a floral trait following acquisition of novel pollinators,2021,OpenAlex,Q3|Q6|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_f7925c1298800880,10.1111/1365-2745.13726,The role of plant–pollinator interactions in structuring nectar microbial communities,2021,OpenAlex,Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_54f0889ecf4471c5,10.1111/1365-2745.13805,Biological Flora of the British Isles: Salvia pratensis,2021,OpenAlex,Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_6cf4623e132aac1f,10.1111/1365-2745.13875,Comparative impacts of long‐term trends in snowmelt and species interactions on plant population dynamics,2022,OpenAlex,Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_82ccfe243d4def4b,10.1111/1365-2745.70067,Soil moisture influences nectar robbing and plant fitness in a primrose species,2025,OpenAlex,Q3|Q4|Q5|Q7,KNOWN_DIRECT_CORPUS_MATCH,Cha_Irwin_Wu_Ma_Shuang_Zhang_2025,POSITIVE,KNOWN_ELIGIBLE_DIRECT,POSITIVE,matched_by=DOI
bib_d8c50532d1af733d,10.1111/1442-1984.12399,Comparative nectar dynamics in four ornithophilous Melocactus (Cactaceae) species in a seasonally dry tropical forest,2023,OpenAlex,Q3|Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_5a7d8f9c9ca8c101,10.1111/1744-7917.13425,Intraspecific and interspecific resource partitioning between bumblebee workers and males related to nectar quantity and quality,2024,OpenAlex,Q6|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_b46c4b7fbdf0146a,10.1111/aec.13591,Long corolla flowers in Tropical Andes favour nectar robbing by the Black Metaltail hummingbird: A study using citizen science and field observations,2024,OpenAlex,Q1|Q2|Q3|Q4|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_452c10d036d563d7,10.1111/aec.70285,Pollinator Associations of Rare and Endangered Epacris Species (Ericaceae) in Lutruwita/Tasmania: Implications for Conservation,2026,OpenAlex,Q1|Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_7733e6754af71934,10.1111/aje.70062,The Structure of Sunbird Floral Visitation and Pollen Transport Networks From an Afrotropical Agricultural Landscape,2025,OpenAlex,Q3|Q5|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_c2e6e8576f7ae5e8,10.1111/aje.70225,When Bigger Is not Better: Corolla Length Increases Nectar Robbing in Aloe secundiflora Engl. (Asphodelaceae),2026,OpenAlex,Q1|Q3|Q5|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_6b890700f484111d,10.1111/boj.12236,The influence of nectar production and floral visitors on the female reproductive success ofInga(Fabaceae): a field experiment,2015,OpenAlex,Q1|Q3|Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_67247fcf2e57c48c,10.1111/brv.12828,"The evolution, ecology, and conservation of hummingbirds and their interactions with flowering plants",2022,OpenAlex,Q1|Q5|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_8d96c52b6060d411,10.1111/brv.13060,Multifunctionality of angiosperm floral bracts: a review,2024,OpenAlex,Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_d8710edffb6b3461,10.1111/brv.13094,Macroevolution of the plant–hummingbird pollination system,2024,OpenAlex,Q1|Q5|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_1956ded7f811729a,10.1111/btp.13290,Drivers of sunbird‐plant interactions on Mount Cameroon: Between neutrality and niche‐based processes,2023,OpenAlex,Q1|Q3|Q5|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_18db290b71b0847e,10.1111/btp.13293,Pollination of Chamaepentas nobilis (Rubiaceae) by long‐proboscid hawkmoths in south‐central Africa: Trait mismatching and floral scent chemistry,2024,OpenAlex,Q3|Q5|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_c3fbff0ec5cb4dd6,10.1111/btp.13342,Flower visitor networks: Reduced reproductive success driven by antagonists in a hummingbird‐pollinated species,2024,OpenAlex,Q4,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_a36740335ef663f0,10.1111/btp.70132,Movement Strategies of Neotropical Nectarivorous Birds: Insights From High‐Andean Hummingbirds and Flowerpiercers,2025,OpenAlex,Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_ca075b05809775ba,10.1111/cobi.12193,Imperfect Replacement of Native Species by Non‐Native Species as Pollinators of Endemic Hawaiian Plants,2013,OpenAlex,Q1|Q4,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_6098a2badbbba9b2,10.1111/ddi.12434,The integration of alien plants in mutualistic plant–hummingbird networks across the Americas: the importance of species traits and insularity,2016,OpenAlex,Q5|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_1bc93686453e792f,10.1111/ecog.06735,Citizen science data reveal altitudinal movement and seasonal ecosystem use by hummingbirds in the Andes Mountains,2023,OpenAlex,Q5|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_7e675957c2ed4ea2,10.1111/eea.12852,"Mosquito phytophagy – sources exploited, ecological function, and evolutionary transition to haematophagy",2019,OpenAlex,Q3|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_054d0673f7e2b84e,10.1111/eea.13201,Bumblebee attraction toMatthiola lividaflowers is altered by combined water stress and insect herbivory,2022,OpenAlex,Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_6cf9d66c58ac6d8c,10.1111/een.12509,"Variation in composition of two bumble bee species across communities affects nectar robbing but maintains pollinator visitation rate to an alpine plant, Salvia przewalskii",2018,OpenAlex,Q6|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_555b9a1177023cbc,10.1111/ele.12342,"The potential for indirect effects between co‐flowering plants via shared pollinators depends on resource abundance, accessibility and relatedness",2014,OpenAlex,Q3|Q5|Q6|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_61d454dacd635433,10.1111/ele.13331,Flowers respond to pollinator sound within minutes by increasing nectar sugar concentration,2019,OpenAlex,Q4,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_aa9b251e3f917a9b,10.1111/ele.70073,A Probabilistic View of Forbidden Links: Their Prevalence and Their Consequences for the Robustness of Plant–Hummingbird Communities,2025,OpenAlex,Q1|Q4|Q5|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_ac7149445e750d31,10.1111/eth.70053,Dominance Hierarchy and Floral Trait Preference: Behavioural Strategies of Bee Community Foraging on Brinjal ( Solanum melongena ),2026,OpenAlex,Q4|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_6df4be6739d33a76,10.1111/evo.12441,COMPETITION FOR HUMMINGBIRD POLLINATION SHAPES FLOWER COLOR VARIATION IN ANDEAN SOLANACEAE,2014,OpenAlex,Q1|Q3|Q4,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_83c8100b2ff68fe4,10.1111/gcb.15386,Water stress and insect herbivory interactively reduce crop yield while the insect pollination benefit is conserved,2020,OpenAlex,Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_164cb2b592e4c0e1,10.1111/gcb.16145,"The effect of past defaunation on ranges, niches, and future biodiversity forecasts",2022,OpenAlex,Q1,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_ffb448f1952c8df3,10.1111/gcbb.12080,Mass‐flowering crops increase richness of cavity‐nesting bees and wasps in modern agro‐ecosystems,2013,OpenAlex,Q3|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_0b5b3e4fcfb1b80e,10.1111/geb.13753,Global change and plant–pollinator communities in Mediterranean biomes,2023,OpenAlex,Q6|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_55434aee2b196131,10.1111/icad.12736,Resource gaps pose the greatest threat for bumblebees during the colony establishment phase,2024,OpenAlex,Q1|Q3|Q6|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_15b9e75edd9f5be8,10.1111/j.0022-0477.2004.00952.x,Understanding mutualism when there is adaptation to the partner,2005,OpenAlex,Q1,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_a62a68ce24918469,10.1111/j.0030-1299.2005.13884.x,Effects of nectar robbing on nectar dynamics and bumblebee foraging strategies in Linaria vulgaris (Scrophulariaceae),2005,OpenAlex,Q6|Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_5e7c49ed51081348,10.1111/j.1095-8312.2007.00890.x,Reproductive ecology of 21 coexisting Psychotria species (Rubiaceae): when is heterostyly lost?,2007,OpenAlex,Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_cf817e38208f7365,10.1111/j.1095-8312.2008.01146.x,Relationship between floral tube length and nectar robbing in Duranta erecta L. (Verbenaceae),2009,OpenAlex,Q3,KNOWN_DIRECT_CORPUS_MATCH,Navarro_Medel_2009,POSITIVE,KNOWN_ELIGIBLE_DIRECT,POSITIVE,matched_by=DOI
bib_366a3331b55e71f6,10.1111/j.1095-8339.2004.00329.x,Trends in floral scent chemistry in pollination syndromes: floral scent composition in hummingbird-pollinated taxa,2004,OpenAlex,Q4|Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_de4de25cd3d486f7,10.1111/j.1095-8339.2005.00388.x,"Diversity, flower visitation frequency and generalism of pollinators in temperate rain forests of Chiloé Island, Chile",2005,OpenAlex,Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_0994f5074c1dc696,10.1111/j.1365-2435.2007.01299.x,Allometry and functional constraints on proboscis lengths in butterflies,2007,OpenAlex,Q3|Q4|Q6,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_d38488cd1245d244,10.1111/j.1365-2664.2009.01759.x,Oilseed rape crops distort plant–pollinator interactions,2009,OpenAlex,Q7,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_eb691fbaef1d0b2d,10.1111/j.1365-2745.2010.01648.x,"Beyond biomass: measuring the effects of community‐level nitrogen enrichment on floral traits, pollinator visitation and plant reproduction",2010,OpenAlex,Q1|Q4|Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
bib_f411c04b690f1e51,10.1111/j.1420-9101.2008.01669.x,Selective nectar robbing in a gynodioecious plant (Glechoma longituba) enhances female advantage,2008,OpenAlex,Q1|Q2|Q4|Q5,PENDING_FULLTEXT_ELIGIBILITY,,,PENDING,,
