frame_id,doi,title,year,query_ids,openalex_ids,oa_statuses,pdf_urls,landing_urls,frame_source_urls,retrieval_priority,notes
bib_fb2bf0a6fbfdc293,10.1016/j.ympev.2014.02.006,"Phylogenetics and diversification of tanagers (Passeriformes: Thraupidae), the largest radiation of Neotropical songbirds",2014,Q6,W2017093604,green,https://digitalcommons.lsu.edu/cgi/viewcontent.cgi?article=3613&context=biosci_pubs,https://digitalcommons.lsu.edu/biosci_pubs/2614|https://doi.org/10.1016/j.ympev.2014.02.006|https://pubmed.ncbi.nlm.nih.gov/24583021|https://repository.lsu.edu/biosci_pubs/2614,https://doi.org/10.1016/j.ympev.2014.02.006,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_40116bbe901f343f,10.1023/a:1011463520398,Reproductive biology and effect of nectar robbing on fruit production in Macleania bullata (Ericaceae),2001,Q5,W2111800605,closed,,https://doi.org/10.1023/a:1011463520398,https://doi.org/10.1023/a:1011463520398,LANDING_OR_DOI_ONLY,DIRECTION_NOT_INSPECTED
bib_def87a0868b826b0,10.1038/s41598-024-55344-7,"Lack of pollinators selects for increased selfing, restricted gene flow and resource allocation in the rare Mediterranean sage Salvia brachyodon",2024,Q5,W4392297428,gold,https://pmc.ncbi.nlm.nih.gov/articles/PMC10904396/pdf/41598_2024_Article_55344.pdf|https://www.nature.com/articles/s41598-024-55344-7.pdf,http://hdl.handle.net/10261/350672|https://doaj.org/article/8ff9698134b34afdbfc9dd377759ee52|https://doi.org/10.1038/s41598-024-55344-7|https://pubmed.ncbi.nlm.nih.gov/38424151|https://www.ncbi.nlm.nih.gov/pmc/articles/10904396,https://doi.org/10.1038/s41598-024-55344-7,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_5e5baa1e5cc7380a,10.1038/srep07721,Asymmetrical disassortative pollination in a distylous primrose: the complementary roles of bumblebee nectar robbers and syrphid flies,2015,Q3|Q5|Q6|Q7,W2024969640,gold,https://www.nature.com/articles/srep07721.pdf,https://doi.org/10.1038/srep07721|https://pubmed.ncbi.nlm.nih.gov/25579323|https://www.ncbi.nlm.nih.gov/pmc/articles/4289899,https://doi.org/10.1038/srep07721,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_aa3ba57128a646e0,10.1046/j.1365-2745.2001.00512.x,Variation in floral sex allocation and reproductive success within inflorescences of Corydalis ambigua (Fumariaceae): pollination efficiency or resource limitation?,2001,Q4,W2010209270,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1046/j.1365-2745.2001.00512.x,https://doi.org/10.1046/j.1365-2745.2001.00512.x,https://doi.org/10.1046/j.1365-2745.2001.00512.x,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_b10e9b456a404643,10.1051/apido:2004055,Foraging behavior and pollinating effectiveness of Osmia cornuta (Hymenoptera: Megachilidae) and Apis mellifera (Hymenoptera: Apidae) on ?Comice? pear,2004,Q6,W2111738423,bronze,http://www.apidologie.org/articles/apido/pdf/2004/07/M4038.pdf,https://doi.org/10.1051/apido:2004055|https://hal.science/hal-00891855,https://doi.org/10.1051/apido:2004055,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_fcae56bb368ff9eb,10.1051/apido:2006019,A century of advances in bumblebee domestication and the economic and environmental aspects of its commercialization for pollination,2006,Q6,W2068869349,bronze,http://www.apidologie.org/articles/apido/pdf/2006/04/m6028.pdf|https://www.apidologie.org/10.1051/apido:2006019/pdf,https://doi.org/10.1051/apido:2006019|https://hal.science/hal-00892201|https://www.apidologie.org/10.1051/apido:2006019/pdf,https://doi.org/10.1051/apido:2006019,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_fb3c1090b71be87b,10.1093/aob/mcw285,"Nectar replenishment maintains the neutral effects of nectar robbing on female reproductive success of Salvia przewalskii (Lamiaceae), a plant pollinated and robbed by bumble bees",2016,Q7,W2583318514,green,,http://ir.ihb.ac.cn/handle/342005/32557|https://doi.org/10.1093/aob/mcw285|https://pubmed.ncbi.nlm.nih.gov/28158409|https://www.ncbi.nlm.nih.gov/pmc/articles/5604579,https://doi.org/10.1093/aob/mcw285,LANDING_OR_DOI_ONLY,DIRECTION_NOT_INSPECTED
bib_0510c4fc01a42923,10.1093/aobpla/plab029,Do flowers removed of either nectar or pollen attract fewer bumblebee pollinators? An experimental test in Impatiens oxyanthera,2021,Q6,W3166897683,gold,https://academic.oup.com/aobpla/article-pdf/13/4/plab029/38862570/plab029.pdf,https://doi.org/10.1093/aobpla/plab029|https://pubmed.ncbi.nlm.nih.gov/34234935|https://www.ncbi.nlm.nih.gov/pmc/articles/8255076,https://doi.org/10.1093/aobpla/plab029,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_170717bae4c34f7a,10.1093/aobpla/plv019,Rainwater in cupulate bracts repels seed herbivores in a bumblebee-pollinated subalpine flower,2015,Q4|Q5|Q6,W2159420147,gold,https://academic.oup.com/aobpla/article-pdf/doi/10.1093/aobpla/plv019/21894359/plv019.pdf,https://doi.org/10.1093/aobpla/plv019|https://pubmed.ncbi.nlm.nih.gov/25762460|https://www.ncbi.nlm.nih.gov/pmc/articles/4392828,https://doi.org/10.1093/aobpla/plv019,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_d58b1908944ad958,10.1093/jpe/rtad036,The conspicuously large bracts influence reproductive success in Thunia alba (Orchidaceae),2023,Q4,W4388594823,gold,https://academic.oup.com/jpe/advance-article-pdf/doi/10.1093/jpe/rtad036/53180396/rtad036.pdf,https://doi.org/10.1093/jpe/rtad036,https://doi.org/10.1093/jpe/rtad036,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_79815198d6693b38,10.1100/2012/381575,Morphofunctional Traits and Pollination Mechanisms ofCoronilla emerusL. Flowers (Fabaceae),2012,Q5|Q6,W1988052944,gold,https://downloads.hindawi.com/journals/tswj/2012/381575.pdf,https://doaj.org/article/e26019a72abc458b966b35183ed72211|https://doi.org/10.1100/2012/381575|https://pubmed.ncbi.nlm.nih.gov/22666114|https://www.ncbi.nlm.nih.gov/pmc/articles/3361249,https://doi.org/10.1100/2012/381575,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_172833b541c798a2,10.1101/2020.06.10.143909,"Nectar larceny in the trainbearers ( Lesbia , Trochilidae)",2020,Q6,W3034985661,green,https://www.biorxiv.org/content/biorxiv/early/2020/06/12/2020.06.10.143909.full.pdf,https://doi.org/10.1101/2020.06.10.143909,https://doi.org/10.1101/2020.06.10.143909,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_32f41f09f857e20b,10.1101/2022.05.16.492032,Cheaters among pollinators: Floral traits drive spatiotemporal variation in nectar robbing and thieving in Afrotropical rainforests,2022,Q3|Q4|Q6|Q8,W4280500629,green,https://www.biorxiv.org/content/biorxiv/early/2022/05/17/2022.05.16.492032.full.pdf,https://doi.org/10.1101/2022.05.16.492032,https://doi.org/10.1101/2022.05.16.492032,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_12852c2f74e2f976,10.1101/2024.04.25.591145,The Role of Similarity of Stimuli and Responses in Learning by Nectar-Foraging Bumble Bees: A Test of Osgood’s Model,2024,Q5|Q6,W4395954432,green,https://www.biorxiv.org/content/biorxiv/early/2024/04/28/2024.04.25.591145.full.pdf,https://doi.org/10.1101/2024.04.25.591145,https://doi.org/10.1101/2024.04.25.591145,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_a89ebb0521328413,10.1111/1365-2435.70415,Bird extinctions shift bill–flower trait matching in Hawaiian lobelioids,2026,Q6,W7171113167,gold,,https://doi.org/10.1111/1365-2435.70415,https://doi.org/10.1111/1365-2435.70415,LANDING_OR_DOI_ONLY,DIRECTION_NOT_INSPECTED
bib_9243f6eab2bfec1b,10.1111/1365-2664.13121,Coordinated species importation policies are needed to reduce serious invasions globally: The case of alien bumblebees in South America,2018,Q7,W2794347144,bronze,https://besjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1365-2664.13121|https://repositorio.ufro.cl/files/original/f65a7b4625371d3f539c456cf792f019d3d660b0.pdf,http://hdl.handle.net/11336/115534|http://rid.unrn.edu.ar/jspui/handle/20.500.12049/2339|https://doi.org/10.1111/1365-2664.13121|https://repositorio.uchile.cl/handle/2250/171311|https://repositorio.ufro.cl/s/repositorio-ufro/item/10144,https://doi.org/10.1111/1365-2664.13121,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_c525b9750b6f06a9,10.1111/1365-2745.12166,Nectar thieves influence reproductive fitness by altering behaviour of nectar robbers and legitimate pollinators in C orydalis ambigua ( F umariaceae),2013,Q3|Q6,W2019232228,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1365-2745.12166,https://doi.org/10.1111/1365-2745.12166,https://doi.org/10.1111/1365-2745.12166,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_b46c4b7fbdf0146a,10.1111/aec.13591,Long corolla flowers in Tropical Andes favour nectar robbing by the Black Metaltail hummingbird: A study using citizen science and field observations,2024,Q1|Q2|Q3|Q4|Q6,W4402499914,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/aec.13591,https://doi.org/10.1111/aec.13591|https://nbn-resolving.org/urn:nbn:de:0070-pub-29930831,https://doi.org/10.1111/aec.13591,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_7733e6754af71934,10.1111/aje.70062,The Structure of Sunbird Floral Visitation and Pollen Transport Networks From an Afrotropical Agricultural Landscape,2025,Q3|Q5|Q6,W4410974607,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/aje.70062,https://doi.org/10.1111/aje.70062,https://doi.org/10.1111/aje.70062,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_c2e6e8576f7ae5e8,10.1111/aje.70225,When Bigger Is not Better: Corolla Length Increases Nectar Robbing in Aloe secundiflora Engl. (Asphodelaceae),2026,Q1|Q3|Q5|Q6,W7207612347,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/aje.70225,https://doi.org/10.1111/aje.70225,https://doi.org/10.1111/aje.70225,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_6cf9d66c58ac6d8c,10.1111/een.12509,"Variation in composition of two bumble bee species across communities affects nectar robbing but maintains pollinator visitation rate to an alpine plant, Salvia przewalskii",2018,Q6|Q7,W2792624767,closed,,http://ir.ihb.ac.cn/handle/342005/30353|https://doi.org/10.1111/een.12509,https://doi.org/10.1111/een.12509,LANDING_OR_DOI_ONLY,DIRECTION_NOT_INSPECTED
bib_a62a68ce24918469,10.1111/j.0030-1299.2005.13884.x,Effects of nectar robbing on nectar dynamics and bumblebee foraging strategies in Linaria vulgaris (Scrophulariaceae),2005,Q6|Q7,W2005995421,closed,,https://doi.org/10.1111/j.0030-1299.2005.13884.x,https://doi.org/10.1111/j.0030-1299.2005.13884.x,LANDING_OR_DOI_ONLY,DIRECTION_NOT_INSPECTED
bib_d38488cd1245d244,10.1111/j.1365-2664.2009.01759.x,Oilseed rape crops distort plant–pollinator interactions,2009,Q7,W1977909820,closed,,https://doi.org/10.1111/j.1365-2664.2009.01759.x,https://doi.org/10.1111/j.1365-2664.2009.01759.x,LANDING_OR_DOI_ONLY,DIRECTION_NOT_INSPECTED
bib_f411c04b690f1e51,10.1111/j.1420-9101.2008.01669.x,Selective nectar robbing in a gynodioecious plant (Glechoma longituba) enhances female advantage,2008,Q1|Q2|Q4|Q5,W2022629354,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1420-9101.2008.01669.x,https://doi.org/10.1111/j.1420-9101.2008.01669.x|https://pubmed.ncbi.nlm.nih.gov/19170820,https://doi.org/10.1111/j.1420-9101.2008.01669.x,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_f2012d84baac25cb,10.1111/j.1442-1984.2007.00179.x,Effect of Weigela hortensis (Caprifoliaceae) floral morphology on pollinator behavior,2007,Q5|Q6,W1964451750,closed,,https://doi.org/10.1111/j.1442-1984.2007.00179.x,https://doi.org/10.1111/j.1442-1984.2007.00179.x,LANDING_OR_DOI_ONLY,DIRECTION_NOT_INSPECTED
bib_e4c068bb554dbd6b,10.1111/j.1442-9993.2011.02320.x,Differential effects of anthropogenic edges and gaps on the reproduction of a forest‐dwelling plant: The role of plant reproductive effort and nectar robbing by bumblebees,2011,Q1|Q6,W1499119639,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1442-9993.2011.02320.x,http://hdl.handle.net/10261/311160|https://doi.org/10.1111/j.1442-9993.2011.02320.x,https://doi.org/10.1111/j.1442-9993.2011.02320.x,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_327195a5c18ad509,10.1111/j.1469-8137.2006.01656.x,Pollination mutualisms in Caryophyllaceae,2006,Q6,W2083644587,closed,,https://doi.org/10.1111/j.1469-8137.2006.01656.x|https://pubmed.ncbi.nlm.nih.gov/16441744,https://doi.org/10.1111/j.1469-8137.2006.01656.x,LANDING_OR_DOI_ONLY,DIRECTION_NOT_INSPECTED
bib_7f8f649207fd20bd,10.1111/j.1469-8137.2011.03785.x,Selective seed abortion induced by nectar robbing in the selfing plant Comastoma pulmonarium,2011,Q1,W2101437210,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1469-8137.2011.03785.x,https://doi.org/10.1111/j.1469-8137.2011.03785.x|https://pubmed.ncbi.nlm.nih.gov/21651561,https://doi.org/10.1111/j.1469-8137.2011.03785.x,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_d5e46fde96bfc531,10.1111/jvs.12127,Does competition for pollinators contribute to structuring Erica communities?,2013,Q5,W2128681498,closed,,https://doi.org/10.1111/jvs.12127,https://doi.org/10.1111/jvs.12127,LANDING_OR_DOI_ONLY,DIRECTION_NOT_INSPECTED
bib_7f1a7835a6c1d573,10.1111/oik.06988,Nectar robbers deter legitimate pollinators by mutilating flowers,2020,Q5|Q7,W3004440386,closed,,https://doi.org/10.1111/oik.06988,https://doi.org/10.1111/oik.06988,LANDING_OR_DOI_ONLY,DIRECTION_NOT_INSPECTED
bib_899d0c041d64ec36,10.1111/oik.2017.v126.i9,Foraging strategy predicts foraging economy in a facultative secondary nectar robber,2017,Q6|Q7,W4243010376,green,https://repository.arizona.edu/bitstream/10150/632164/1/2017_Richman_ForagingStrategyEfficiency_Revised_forUAOA.pdf,http://hdl.handle.net/10150/632164|https://doi.org/10.1111/oik.2017.v126.i9,https://doi.org/10.1111/oik.2017.v126.i9,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_b5f385b825d26ff8,10.1111/plb.12581,"Pollinators shift to nectar robbers when florivory occurs, with effects on reproductive success in Iris bulleyana (Iridaceae)",2017,Q3|Q5|Q6|Q7,W2616217046,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/plb.12581,http://ir.ihb.ac.cn/handle/342005/31401|https://doi.org/10.1111/plb.12581|https://pubmed.ncbi.nlm.nih.gov/28509436,https://doi.org/10.1111/plb.12581,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_ccd96cdf8a355722,10.1134/s0013873818080079,"Nesting and Biology of Alastor mocsaryi (Hymenoptera, Vespidae: Eumeninae)",2018,Q5,W2917945275,closed,,https://doi.org/10.1134/s0013873818080079,https://doi.org/10.1134/s0013873818080079,LANDING_OR_DOI_ONLY,DIRECTION_NOT_INSPECTED
bib_1af162d92dce290a,10.1155/2010/927463,Large Carpenter Bees as Agricultural Pollinators,2010,Q3,W2006791638,gold,https://downloads.hindawi.com/journals/psyche/2010/927463.pdf,https://doaj.org/article/51bd428d536b45979c14f39a3cee953d|https://doi.org/10.1155/2010/927463,https://doi.org/10.1155/2010/927463,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_5090c454fa8e0c75,10.11609/jott.2276.8.5.8777-8787,"Pollination ecology of Clerodendrum inerme (L.) Gaertn. (Lamiaceae) in Coringa mangrove ecosystem, Andhra Pradesh, India",2016,Q5|Q6,W2399135742,gold,https://threatenedtaxa.org/index.php/JoTT/article/download/2276/3634,https://doaj.org/article/649fb7d1ba5e4f2a9208ef0f797554eb|https://doi.org/10.11609/jott.2276.8.5.8777-8787,https://doi.org/10.11609/jott.2276.8.5.8777-8787,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_3d6b9dc3b803dfbe,10.11609/jott.7930.14.8.21642-21650,Zoophily and nectar-robbing by sunbirds in Gardenia latifolia Ait. (Rubiaceae),2022,Q6|Q7,W4293182242,gold,https://threatenedtaxa.org/JoTT/article/download/7930/8745,https://doi.org/10.11609/jott.7930.14.8.21642-21650,https://doi.org/10.11609/jott.7930.14.8.21642-21650,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_8b84d59906c9a20f,10.11609/jott.8023.14.10.22001-22007,"Nectar robbing by bees on the flowers of Volkameria inermis (Lamiaceae) in Coringa Wildlife Sanctuary, Andhra Pradesh, India",2022,Q5|Q6,W4307290976,gold,https://threatenedtaxa.org/index.php/JoTT/article/download/8023/8846,https://doi.org/10.11609/jott.8023.14.10.22001-22007,https://doi.org/10.11609/jott.8023.14.10.22001-22007,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_5e1d9e73a76beec1,10.12657/denbio.085.0011,Passerine birds supporting cross pollination in Erythrina stricta Roxb.,2021,Q6,W3169090098,diamond,https://www.idpan.poznan.pl/images/stories/dendrobiology/vol85/denbio.085.011.pdf,https://doi.org/10.12657/denbio.085.0011,https://doi.org/10.12657/denbio.085.0011,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_846c49d03b0f589d,10.1371/journal.pone.0043869,Nectar Theft and Floral Ant-Repellence: A Link between Nectar Volume and Ant-Repellent Traits?,2012,Q5,W2124592271,gold,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0043869&type=printable,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.784.7894|http://researchrepository.napier.ac.uk/Output/828066|http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0043869|https://doaj.org/article/95f69782aadd4e2c93e6819d38657b81|https://doi.org/10.1371/journal.pone.0043869|https://pubmed.ncbi.nlm.nih.gov/22952793|https://www.ncbi.nlm.nih.gov/pmc/articles/3430612,https://doi.org/10.1371/journal.pone.0043869,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_b59b9917b1b1adce,10.1371/journal.pone.0055914,Floral Nectar Guide Patterns Discourage Nectar Robbing by Bumble Bees,2013,Q3|Q6,W1963768338,gold,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0055914&type=printable,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.810.7860|https://doaj.org/article/2711a38d1bd84c6e8606d24aa70d3672|https://doi.org/10.1371/journal.pone.0055914|https://pubmed.ncbi.nlm.nih.gov/23418475|https://www.ncbi.nlm.nih.gov/pmc/articles/3572167,https://doi.org/10.1371/journal.pone.0055914,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_46c2bc2bc713051d,10.1371/journal.pone.0067556,Do Honeybees Shape the Bacterial Community Composition in Floral Nectar?,2013,Q6,W1972109159,gold,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0067556&type=printable,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.783.331|https://doaj.org/article/b35114fc953d4e428222301a116e1d3a|https://doi.org/10.1371/journal.pone.0067556|https://figshare.com/articles/dataset/_Do_Honeybees_Shape_the_Bacterial_Community_Composition_in_Floral_Nectar_/739101|https://pubmed.ncbi.nlm.nih.gov/23844027|https://www.ncbi.nlm.nih.gov/pmc/articles/3701072,https://doi.org/10.1371/journal.pone.0067556,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_1e5be5d609df8cc1,10.1371/journal.pone.0102607,Nectar Robbing Positively Influences the Reproductive Success of Tecomella undulata (Bignoniaceae),2014,Q5,W2020406739,gold,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0102607&type=printable,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.809.3249|https://doaj.org/article/714e0e5b3e40401ebd6236f9a83415cd|https://doi.org/10.1371/journal.pone.0102607|https://pubmed.ncbi.nlm.nih.gov/25036554|https://www.ncbi.nlm.nih.gov/pmc/articles/4103821,https://doi.org/10.1371/journal.pone.0102607,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_2dfe8319a8aee075,10.1371/journal.pone.0112013,"Gloss, Colour and Grip: Multifunctional Epidermal Cell Shapes in Bee- and Bird-Pollinated Flowers",2014,Q4,W2148710213,gold,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0112013&type=printable,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.792.5806|http://europepmc.org/pmc/articles/PMC4219824|https://doaj.org/article/a736b8ee6dfd4650abe23ac85aedaaaf|https://doi.org/10.1371/journal.pone.0112013|https://figshare.com/articles/dataset/_Gloss_Colour_and_Grip_Multifunctional_Epidermal_Cell_Shapes_in_Bee_and_Bird_Pollinated_Flowers_/1324825|https://pubmed.ncbi.nlm.nih.gov/25369510|https://www.ncbi.nlm.nih.gov/pmc/articles/4219824,https://doi.org/10.1371/journal.pone.0112013,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_9abfd47d28b42c30,10.1371/journal.pone.0144585,Impact of Striped-Squirrel Nectar-Robbing Behaviour on Gender Fitness in Alpinia roxburghii Sweet (Zingiberaceae),2015,Q5|Q7,W2282457855,gold,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0144585&type=printable,https://doaj.org/article/d27f7c60afc84cbfb067e1ba896f4f17|https://doi.org/10.1371/journal.pone.0144585|https://figshare.com/articles/dataset/Impact_of_Striped_Squirrel_Nectar_Robbing_Behaviour_on_Gender_Fitness_in_Alpinia_roxburghii_Sweet_Zingiberaceae_/1627729|https://pubmed.ncbi.nlm.nih.gov/26689684|https://www.ncbi.nlm.nih.gov/pmc/articles/4687006,https://doi.org/10.1371/journal.pone.0144585,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_0b3208c353cefdd2,10.1371/journal.pone.0225252,I’ve been robbed! – Can changes in floral traits discourage bee pollination?,2019,Q6|Q7,W2990630918,gold,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0225252&type=printable,http://hdl.handle.net/11449/198167|https://doaj.org/article/404c52fb1cef4991b750513f51d2c56e|https://doi.org/10.1371/journal.pone.0225252|https://pubmed.ncbi.nlm.nih.gov/31751426|https://www.ncbi.nlm.nih.gov/pmc/articles/6872153,https://doi.org/10.1371/journal.pone.0225252,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_37032fe1400e10a8,10.1371/journal.pone.0312143,Socioecological drivers of mutualistic and antagonistic plant-insect interactions and interaction outcomes in suburban landscapes,2024,Q1|Q2|Q4,W4404399337,gold,https://pmc.ncbi.nlm.nih.gov/articles/PMC11567518/pdf/pone.0312143.pdf,https://doaj.org/article/9793806e4bb14eb9b2b3474dd1a7e4ad|https://doi.org/10.1371/journal.pone.0312143|https://pubmed.ncbi.nlm.nih.gov/39546538|https://www.ncbi.nlm.nih.gov/pmc/articles/11567518,https://doi.org/10.1371/journal.pone.0312143,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_dcc6462f0422b8f2,10.15083/00004303,"Assessing ecological impacts of Bombus terrestris (L.) naturalized in Hokkaido, northern Japan",2008,Q6,W2296432719,green,https://repository.dl.itc.u-tokyo.ac.jp/record/4312/files/K-123617-2.pdf,http://ci.nii.ac.jp/naid/500000459839|https://repository.dl.itc.u-tokyo.ac.jp/records/4312,https://repository.dl.itc.u-tokyo.ac.jp/records/4312,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_b33a7b719f8e1703,10.1590/1809-4392201703932,Biting the hand that feeds you: wedge-billed hummingbird is a nectar robber of a sicklebill-adapted Andean bellflower,2018,Q5,W2799473788,diamond,http://www.scielo.br/pdf/aa/v48n2/1809-4392-aa-48-02-146.pdf,http://old.scielo.br/scielo.php?script=sci_arttext&amp;pid=S0044-59672018000200146|http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672018000200146|https://doaj.org/article/3e16b4c321c14a49a77e7cb27577ef43|https://doi.org/10.1590/1809-4392201703932,https://doi.org/10.1590/1809-4392201703932,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_7100d1a82fc8e222,10.17520/biods.2015102,Effects of nectar robbing on pollinator behavior and pollination success in facultative selfing Incarvillea sinensis var. sinensis,2015,Q3,W2582737264,bronze,http://www.biodiversity-science.net/CN/article/downloadArticleFile.do?attachType=PDF&id=8345,https://doi.org/10.17520/biods.2015102,https://doi.org/10.17520/biods.2015102,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_c3fa4909a44ad366,10.17863/cam.48560,Effects of plant viral pathogens on plant-pollinator relationships,2020,Q3|Q4|Q5|Q7,W3021161820,green,https://www.repository.cam.ac.uk/handle/1810/301488,https://doi.org/10.17863/cam.48560|https://www.repository.cam.ac.uk/handle/1810/301488,https://www.repository.cam.ac.uk/handle/1810/301488,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_c8cea98b13386101,10.1890/07-1491.1,ALIEN BUMBLE BEE AFFECTS NATIVE PLANT REPRODUCTION THROUGH INTERACTIONS WITH NATIVE BUMBLE BEES,2008,Q3|Q5|Q6,W2072695199,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1890/07-1491.1,https://doi.org/10.1890/07-1491.1|https://pubmed.ncbi.nlm.nih.gov/31766799,https://doi.org/10.1890/07-1491.1,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_01f8d50b93a83f40,10.18960/seitai.64.2_101,共生関係にひそむ第三者 : 花蜜を利用する酵母・細菌が変える植物-送粉者相互作用,2014,Q3|Q5,W1482440340,closed,,https://agriknowledge.affrc.go.jp/RN/2010873094.pdf,https://agriknowledge.affrc.go.jp/RN/2010873094.pdf,LANDING_OR_DOI_ONLY,DIRECTION_NOT_INSPECTED
bib_c23816cb58cf7df4,10.2111/1551-501x-33.3.20,The Hidden Benefits of Pollinator Diversity for the Rangelands of the Great Plains: Western Prairie Fringed Orchids as a Case Study,2011,Q7,W1990480896,green,https://repository.arizona.edu/bitstream/10150/639807/1/19276-32541-1-PB.pdf,http://hdl.handle.net/10150/639807|http://www.bioone.org/doi/10.2111/1551-501X-33.3.20|https://doi.org/10.2111/1551-501x-33.3.20,https://doi.org/10.2111/1551-501x-33.3.20,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_137fd568063e1dc4,10.21203/rs.3.rs-1652058/v1,Hold tight or loosen up? Functional consequences of a shift in anther architecture depend substantially on bee body size,2022,Q6,W4281626080,green,https://www.researchsquare.com/article/rs-1652058/latest.pdf,https://doi.org/10.21203/rs.3.rs-1652058/v1,https://doi.org/10.21203/rs.3.rs-1652058/v1,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
bib_661204233c8645b7,10.21203/rs.3.rs-2871656/v1,Honey bees rob flowers after observing conspecifics and carpenter bees,2023,Q8,W4372231288,green,https://www.researchsquare.com/article/rs-2871656/latest.pdf,http://dx.doi.org/10.21203/rs.3.rs-2871656/v1,http://dx.doi.org/10.21203/rs.3.rs-2871656/v1,OA_PDF_AVAILABLE,DIRECTION_NOT_INSPECTED
