frame_id,dedupe_key,doi,title,year,authors,publication,source_dbs,query_ids,source_record_ids,source_urls,raw_rows_collapsed
bib_dc4ce587c044f06a,doi:10.1093/aobpla/plab006,10.1093/aobpla/plab006,Intraspecific relationships between floral signals and rewards with implications for plant fitness,2021,Carla J. Essenberg,AoB Plants,OpenAlex,Q4|Q5,OpenAlex:https://openalex.org/W3123306028,https://doi.org/10.1093/aobpla/plab006,2
bib_0510c4fc01a42923,doi:10.1093/aobpla/plab029,10.1093/aobpla/plab029,Do flowers removed of either nectar or pollen attract fewer bumblebee pollinators? An experimental test in Impatiens oxyanthera,2021,Deng-fei Li; Yan Xian-chun; Yi Ming Lin; Li Wang; Qiong Wang,AoB Plants,OpenAlex,Q6,OpenAlex:https://openalex.org/W3166897683,https://doi.org/10.1093/aobpla/plab029,1
bib_3f642f107aa280db,doi:10.1093/aobpla/plae065,10.1093/aobpla/plae065,Pollination effectiveness affects the level of generalisation of a plant species with phenotypically plastic flowers,2025,José M. Gómez; Luis Navarro; Adela González‐Megías; Cristina Armas; Francisco Perfectti; Ángel Caravantes; Raquel Sánchez,AoB Plants,OpenAlex,Q3|Q5|Q6|Q7,OpenAlex:https://openalex.org/W4406268820,https://doi.org/10.1093/aobpla/plae065,4
bib_aab4dd4a71a53058,doi:10.1093/aobpla/plaf046,10.1093/aobpla/plaf046,Temporal dynamics of floral characteristics and reproduction output of Impatiens oxyanthera under warming,2025,Qiao Yan; Qiuhai Su; Dengfei Li; Qiong Wang,AoB Plants,OpenAlex,Q3|Q4|Q5,OpenAlex:https://openalex.org/W4413842410,https://doi.org/10.1093/aobpla/plaf046,3
bib_901e657b81358ca7,doi:10.1093/aobpla/plu003,10.1093/aobpla/plu003,"Floral specialization and angiosperm diversity: phenotypic divergence, fitness trade-offs and realized pollination accuracy",2014,W. Scott Armbruster,AoB Plants,OpenAlex,Q4|Q5|Q6|Q7,OpenAlex:https://openalex.org/W2162104568,https://doi.org/10.1093/aobpla/plu003,4
bib_5598740e52911d9e,doi:10.1093/aobpla/plu031,10.1093/aobpla/plu031,Effects of pollination limitation and seed predation on female reproductive success of a deceptive orchid,2014,Ryan P. Walsh; Paige M. Arnold; Helen J. Michaels,AoB Plants,OpenAlex,Q4,OpenAlex:https://openalex.org/W2100102900,https://doi.org/10.1093/aobpla/plu031,1
bib_170717bae4c34f7a,doi:10.1093/aobpla/plv019,10.1093/aobpla/plv019,Rainwater in cupulate bracts repels seed herbivores in a bumblebee-pollinated subalpine flower,2015,Shi‐Guo Sun; Shuang‐Quan Huang,AoB Plants,OpenAlex,Q4|Q5|Q6,OpenAlex:https://openalex.org/W2159420147,https://doi.org/10.1093/aobpla/plv019,3
bib_53d3d43804bcff5d,doi:10.1093/aobpla/ply071,10.1093/aobpla/ply071,On the origin of orphan hybrids betweenAquilegia formosaandAquilegia flavescens,2018,Jeffrey S. Groh; Diana M. Percy; Curtis R. Björk; Quentin Cronk,AoB Plants,OpenAlex,Q5|Q6,OpenAlex:https://openalex.org/W2901453572,https://doi.org/10.1093/aobpla/ply071,2
bib_9805966ea4e98972,doi:10.1093/aobpla/plz078,10.1093/aobpla/plz078,Continuous variation in herkogamy enhances the reproductive response of Lonicera implexa to spatial variation in pollinator assemblages,2019,Amparo Lázaro; Jaume Seguí; Luis Gerardo Samaniego Santamaría,AoB Plants,OpenAlex,Q1|Q3|Q4|Q5|Q6|Q7,OpenAlex:https://openalex.org/W2993924756,https://doi.org/10.1093/aobpla/plz078,6
bib_305688a8893116bc,doi:10.1093/beheco/arae083,10.1093/beheco/arae083,Learning to handle flowers increases pollen collection for bees but does not affect pollination success for plants,2024,Maggie M. Mayberry; Katherine C. Naumer; Annaliese N Novinger; Dalton M. McCart; Rachel V. Wilkins; H. David Muse; Tia‐Lynn Ashman; Avery L. Russell,Behavioral Ecology,OpenAlex,Q5|Q6,OpenAlex:https://openalex.org/W4403114001,https://doi.org/10.1093/beheco/arae083,2
bib_ed824ca00feb5a64,doi:10.1093/biolinnean/blad164,10.1093/biolinnean/blad164,Mixed mating patterns in morphologically diverse bumblebee-pollinated Salvia species from China,2023,Hanwen Xiao; Yanbo Huang; Qingshan Liu; Regine Claßen‐Bockhoff; Ru-Nan Tian; Yukun K Wei,Biological Journal of the Linnean Society,OpenAlex,Q1|Q3|Q5|Q6,OpenAlex:https://openalex.org/W4388857470,https://doi.org/10.1093/biolinnean/blad164,4
bib_a2f232e15ad8209f,doi:10.1093/biolinnean/blae013,10.1093/biolinnean/blae013,Complex floral morphology and scent chemistry mediate hawkmoth pollination of an African orchid in the diverse Habenaria clade,2024,Steven D. Johnson; Marco G. Balducci; Adam Shuttleworth,Biological Journal of the Linnean Society,OpenAlex,Q5|Q6|Q7,OpenAlex:https://openalex.org/W4392885445,https://doi.org/10.1093/biolinnean/blae013,3
bib_5fe4d69e4dc9d8f1,doi:10.1093/biolinnean/blaf093,10.1093/biolinnean/blaf093,Improving allometric models to estimate the proboscis length of tropical bees,2025,Kilian Frühholz; Kenneth Kuba; Maximilian Pitz; Julia Windl; Alexander Keller; Gunnar Brehm; Claus Rasmussen; Sara D. Leonhardt; Ugo Mendes Diniz,Biological Journal of the Linnean Society,OpenAlex,Q3|Q6|Q7,OpenAlex:https://openalex.org/W4414966041,https://doi.org/10.1093/biolinnean/blaf093,3
bib_10d0fae71ce3864a,doi:10.1093/botlinnean/boy016,10.1093/botlinnean/boy016,"Diversity of floral nectary secretions and structure, and implications for their evolution in Anacardiaceae",2018,Elisabeth Dantas Tölke; Julien B Bachelier; Elimar A Lima; Leonardo Galetto; Diego Demarco; Sandra Maria Carmello‐Guerreiro,Botanical Journal of the Linnean Society,OpenAlex,Q5,OpenAlex:https://openalex.org/W2800514257,https://doi.org/10.1093/botlinnean/boy016,1
bib_089fdb1ba05cae9b,doi:10.1093/cz/zoab015,10.1093/cz/zoab015,Florivory by the occupants of phytotelmata in flower parts can decrease host plant fecundity,2021,Caio César Corrêa Missagia; Maria Alice S. Alves,Current Zoology,OpenAlex,Q5,OpenAlex:https://openalex.org/W3132946444,https://doi.org/10.1093/cz/zoab015,1
bib_3eb156844c99b5d1,doi:10.1093/czoolo/57.4.468,10.1093/czoolo/57.4.468,Memory for location and visual cues in white-eared hummingbirds Hylocharis leucotis,2011,Guillermo Pérez; Carlos Lara; José A. Viccon‐Pale; Martha Signoret-Poillon,Current Zoology,OpenAlex,Q1,OpenAlex:https://openalex.org/W58772543,https://doi.org/10.1093/czoolo/57.4.468,1
bib_98cfb5f3b8b33f6a,doi:10.1093/ee/nvae126,10.1093/ee/nvae126,"Pacific Northwest native plants and native cultivars, part I: pollinator visitation",2025,Jen Hayes; Nicole C. S. Bell; Lincoln R. Best; Svea R Bruslind; Devon O Johnson; Mallory E. Mead; Tyler S Spofford; Gail Langellotto,Environmental Entomology,OpenAlex,Q4|Q5,OpenAlex:https://openalex.org/W4406337286,https://doi.org/10.1093/ee/nvae126,2
bib_fc7066ccdcc8bb07,doi:10.1093/evolut/qpac056,10.1093/evolut/qpac056,The evolution of partner specificity in mutualisms,2022,Christopher I. Carlson; Erol Akçay; Bryce Morsky,Evolution,OpenAlex,Q6,OpenAlex:https://openalex.org/W4319293790,https://doi.org/10.1093/evolut/qpac056,1
bib_98312003c844e839,doi:10.1093/femsec/fix150,10.1093/femsec/fix150,Solving the puzzle of yeast survival in ephemeral nectar systems: exponential growth is not enough,2017,Sebastian Hausmann; Britta Tietjen; Matthias C. Rillig,FEMS Microbiology Ecology,OpenAlex,Q6,OpenAlex:https://openalex.org/W2772473659,https://doi.org/10.1093/femsec/fix150,1
bib_1556cb9234749953,doi:10.1093/jee/toaf242,10.1093/jee/toaf242,"Historical agroeconomic analysis of the relationship between commercial pollinator use and Vaccinium angustifolium (Ericales: Ericaceae) yield in Quebec, Canada (2015–2021)",2025,Mireille Lévesque; Frédéric McCune; Valérie Fournier; Pierre Giovenazzo,Journal of Economic Entomology,OpenAlex,Q5|Q6,OpenAlex:https://openalex.org/W4415756975,https://doi.org/10.1093/jee/toaf242,2
bib_a30ee4e8068f4d81,doi:10.1093/jisesa/iead006,10.1093/jisesa/iead006,Morphological Variation in Bumblebees (Bombus terrestris) (Hymenoptera:Apidae) After Three Decades of an Island Invasion,2023,Cecilia Kardum Hjort; Henrik G. Smith; Andrew P. Allen; Rachael Y. Dudaniec,Journal of Insect Science,OpenAlex,Q3|Q6,OpenAlex:https://openalex.org/W4322704678,https://doi.org/10.1093/jisesa/iead006,2
bib_3bd4a200079a5d49,doi:10.1093/jpe/rtaa023,10.1093/jpe/rtaa023,The ultraviolet colour component enhances the attractiveness of red flowers of a bee-pollinated plant,2020,Zhe Chen; Liu Chang-qiu; Hang Sun; Yang Niu,Journal of Plant Ecology,OpenAlex,Q4,OpenAlex:https://openalex.org/W3030738664,https://doi.org/10.1093/jpe/rtaa023,1
bib_a6c6c77a5547900d,doi:10.1093/jpe/rtaa089,10.1093/jpe/rtaa089,Polyploidization and sexual dimorphism of floral traits in a subdioecious population of Dasiphora glabra,2020,Lin‐Lin Wang; Na-Cai Yang; Minyu Chen; Yongping Yang; Yuan‐Wen Duan,Journal of Plant Ecology,OpenAlex,Q4,OpenAlex:https://openalex.org/W3109526506,https://doi.org/10.1093/jpe/rtaa089,1
bib_d58b1908944ad958,doi:10.1093/jpe/rtad036,10.1093/jpe/rtad036,The conspicuously large bracts influence reproductive success in Thunia alba (Orchidaceae),2023,Shimao Wu; Jiang‐Yun Gao,Journal of Plant Ecology,OpenAlex,Q4,OpenAlex:https://openalex.org/W4388594823,https://doi.org/10.1093/jpe/rtad036,1
bib_7ffda312538d7516,doi:10.1093/jpe/rtu012,10.1093/jpe/rtu012,How do belowground organisms influence plant-pollinator interactions?,2014,Nicholas A. Barber; Nicole L. Soper Gorden,Journal of Plant Ecology,OpenAlex,Q4|Q5,OpenAlex:https://openalex.org/W2130798117,https://doi.org/10.1093/jpe/rtu012,2
bib_5f5e6d0dbfbbdb6d,doi:10.1093/jpe/rtv020,10.1093/jpe/rtv020,Variation of nectar production in relation to plant characteristics in protandrous Aconitum gymnandrum,2015,Ningna Lu; X.-H. Li; Li Li; Zhigang Zhao,Journal of Plant Ecology,OpenAlex,Q4|Q5,OpenAlex:https://openalex.org/W2018849358,https://doi.org/10.1093/jpe/rtv020,2
bib_3b822dbf8b4d71e2,doi:10.1093/jxb/eraa549,10.1093/jxb/eraa549,Flower evolution in the presence of heterospecific gene flow and its contribution to lineage divergence,2020,Marion Orsucci; Adrien Sicard,Journal of Experimental Botany,OpenAlex,Q4|Q5|Q7,OpenAlex:https://openalex.org/W3128365343,https://doi.org/10.1093/jxb/eraa549,3
bib_048dc2278931f48c,doi:10.1093/jxb/ert025,10.1093/jxb/ert025,Control of flower size,2013,Beth Allyn Krizek; Jill T. Anderson,Journal of Experimental Botany,OpenAlex,Q3|Q4|Q5,OpenAlex:https://openalex.org/W2115950208,https://doi.org/10.1093/jxb/ert025,3
bib_3376ac1b8bd2d311,doi:10.1093/oso/9780199553068.003.0012,10.1093/oso/9780199553068.003.0012,Bumblebees as Pollinators,2009,Dave Goulson,,OpenAlex,Q7,OpenAlex:https://openalex.org/W4388363373,http://dx.doi.org/10.1093/oso/9780199553068.003.0012,1
bib_db402896056b7161,doi:10.1098/rsbl.2024.0082,10.1098/rsbl.2024.0082,Zygomorphic flowers last longer: the evolution of floral symmetry and floral longevity,2024,Ruby E. Stephens; Rachael V. Gallagher; Marcos Méndez; Hervé Sauquet,Biology Letters,OpenAlex,Q4,OpenAlex:https://openalex.org/W4399761962,https://doi.org/10.1098/rsbl.2024.0082,1
bib_f11ce9ebb277e5e7,doi:10.1098/rspb.2012.1621,10.1098/rspb.2012.1621,Diverse pollinator communities enhance plant reproductive success,2012,Matthias Albrecht; BERNHARD H. SCHMID; Yann Hautier; CHRISTINE B. MÜLLER,Proceedings of the Royal Society B Biological Sciences,OpenAlex,Q4|Q7,OpenAlex:https://openalex.org/W2138974927,https://doi.org/10.1098/rspb.2012.1621,2
bib_3f2dd6ed29955b68,doi:10.1098/rspb.2013.2934,10.1098/rspb.2013.2934,The evolution of signal–reward correlations in bee- and hummingbird-pollinated species of Salvia,2014,Santiago Benitez‐Vieyra; Juan Fornoni; Jessica Pérez‐Alquicira; Karina Boege; César Augusto Domínguez,Proceedings of the Royal Society B Biological Sciences,OpenAlex,Q4|Q5,OpenAlex:https://openalex.org/W2068055270,https://doi.org/10.1098/rspb.2013.2934,2
bib_dfe1e4df00285b8b,doi:10.1098/rspb.2018.0635,10.1098/rspb.2018.0635,Linking pollinator efficiency to patterns of pollen limitation: small bees exploit the plant–pollinator mutualism,2018,Matthew H. Koski; Jennifer L. Ison; Ashley Padilla; Angela Q. Pham; Laura F. Galloway,Proceedings of the Royal Society B Biological Sciences,OpenAlex,Q5,OpenAlex:https://openalex.org/W2805366811,https://doi.org/10.1098/rspb.2018.0635,1
bib_d6bc9c3bc1ee369f,doi:10.1098/rspb.2024.1279,10.1098/rspb.2024.1279,Species morphology better predicts plant–hummingbird interactions across elevations than nectar traits,2024,María A. Maglianesi; Emanuel Brenes; Nelson Chaves‐Elizondo; Krystal Zuniga; Alejandro Castro Jiménez; Elisa Barreto; François Duchenne; Catherine Helen Graham,Proceedings of the Royal Society B Biological Sciences,OpenAlex,Q1|Q3|Q4|Q5|Q6,OpenAlex:https://openalex.org/W4402788725,https://doi.org/10.1098/rspb.2024.1279,5
bib_899e06c1fb2be95c,doi:10.1098/rstb.2019.0486,10.1098/rstb.2019.0486,Noisy communities and signal detection: why do foragers visit rewardless flowers?,2020,Elinor M. Lichtenberg; Jacob M. Heiling; Judith L. Bronstein; Jessica L. Barker,Philosophical Transactions of the Royal Society B Biological Sciences,OpenAlex,Q4,OpenAlex:https://openalex.org/W3024953374,https://doi.org/10.1098/rstb.2019.0486,1
bib_79815198d6693b38,doi:10.1100/2012/381575,10.1100/2012/381575,Morphofunctional Traits and Pollination Mechanisms ofCoronilla emerusL. Flowers (Fabaceae),2012,Giovanna Aronne; Manuela Giovanetti; Veronica De Micco,The Scientific World JOURNAL,OpenAlex,Q5|Q6,OpenAlex:https://openalex.org/W1988052944,https://doi.org/10.1100/2012/381575,2
bib_3f8df5e41e9fbc92,doi:10.1101/184382,10.1101/184382,Floral herbivory does not reduce pollination-mediated fitness in shelter rewarding Royal Irises,2017,Mahua Ghara; Christina Ewerhardy; Gil Yardeni; Mor Matzliach; Yuval Sapir,bioRxiv (Cold Spring Harbor Laboratory),OpenAlex,Q4,OpenAlex:https://openalex.org/W2753807379,https://doi.org/10.1101/184382,1
bib_5f16b1904a5f2a29,doi:10.1101/2020.05.19.104968,10.1101/2020.05.19.104968,Fungi are more dispersal limited than bacteria among flowers,2020,Rachel Lee Vannette; Marshall S. McMunn; Griffin W. Hall; Tobias G. Mueller; Ivan Munkres; Douglas Perry,bioRxiv (Cold Spring Harbor Laboratory),OpenAlex,Q1|Q3|Q5,OpenAlex:https://openalex.org/W3026332588,https://doi.org/10.1101/2020.05.19.104968,3
bib_172833b541c798a2,doi:10.1101/2020.06.10.143909,10.1101/2020.06.10.143909,"Nectar larceny in the trainbearers ( Lesbia , Trochilidae)",2020,Boris Igić; Ivory Nguyen; Phillip B. Fenberg,bioRxiv (Cold Spring Harbor Laboratory),OpenAlex,Q6,OpenAlex:https://openalex.org/W3034985661,https://doi.org/10.1101/2020.06.10.143909,1
bib_23cf813bc9bcbae5,doi:10.1101/2021.02.16.431477,10.1101/2021.02.16.431477,Role and patterns of butterflies and hawkmoths in plant-pollinator networks at different elevations and seasons in tropical rainforests of Mount Cameroon,2021,Jan E. J. Mertens; Lucas Brisson; Štěpán Janeček; Yannick Klomberg; Vincent Maicher; Szabolcs Sáfián; Sylvain Delabye; Pavel Potocký; Ishmeal N. Kobe; Tomasz Wilhelm Pyrcz; Robert Tropek,bioRxiv (Cold Spring Harbor Laboratory),OpenAlex,Q3|Q6,OpenAlex:https://openalex.org/W3130440796,https://doi.org/10.1101/2021.02.16.431477,2
bib_81406c0b9033af56,doi:10.1101/2021.11.22.469544,10.1101/2021.11.22.469544,The role of indirect effects in coevolution as mutualism transitions into antagonism,2021,Fernando Pedraza; Hanlun Liu; Klementyna A. Gawecka; Jordi Bascompte,bioRxiv (Cold Spring Harbor Laboratory),OpenAlex,Q5,OpenAlex:https://openalex.org/W3217607621,https://doi.org/10.1101/2021.11.22.469544,1
bib_0f713e866eb19135,doi:10.1101/2021.12.10.472103,10.1101/2021.12.10.472103,The evolution of partner specificity in mutualisms,2022,Christopher I. Carlson; Erol Akçay; Bryce Morsky,bioRxiv (Cold Spring Harbor Laboratory),OpenAlex,Q6,OpenAlex:https://openalex.org/W4206088266,https://doi.org/10.1101/2021.12.10.472103,1
bib_0d1aaad9db339538,doi:10.1101/2022.02.24.481682,10.1101/2022.02.24.481682,Tropical hummingbird pollination networks are resistant to short-term experimental removal of a common flowering plant,2022,Kara G. Leimberger; Adam S. Hadley; Sarah J. K. Frey; Matthew G. Betts,bioRxiv (Cold Spring Harbor Laboratory),OpenAlex,Q1,OpenAlex:https://openalex.org/W4214722162,https://doi.org/10.1101/2022.02.24.481682,1
bib_32f41f09f857e20b,doi:10.1101/2022.05.16.492032,10.1101/2022.05.16.492032,Cheaters among pollinators: Floral traits drive spatiotemporal variation in nectar robbing and thieving in Afrotropical rainforests,2022,Sailee P. Sakhalkar; Štěpán Janeček; Yannick Klomberg; Jan E. J. Mertens; Jiří Hodeček; Robert Tropek,bioRxiv (Cold Spring Harbor Laboratory),OpenAlex,Q3|Q4|Q6|Q8,OpenAlex:https://openalex.org/W4280500629,https://doi.org/10.1101/2022.05.16.492032,4
bib_8d69e711b11067a3,doi:10.1101/2022.05.19.492749,10.1101/2022.05.19.492749,Age-specific and Sex-specific Nectar and Pollen Use by a Butterfly Pollinator,2022,Carol L. Boggs; Vikram Iyengar,bioRxiv (Cold Spring Harbor Laboratory),OpenAlex,Q6,OpenAlex:https://openalex.org/W4281286335,https://doi.org/10.1101/2022.05.19.492749,1
bib_8538d2d6f2f8f1f2,doi:10.1101/2022.10.10.511574,10.1101/2022.10.10.511574,The establishment and transmission of novel foraging techniques indicates a capacity for culture in bumblebees ( Bombus terrestris ),2022,Alice D. Bridges; HaDi MaBouDi; Olga Procenko; Charlotte Lockwood; Yaseen Mohammed; Amelia Kowalewska; José Eric Romero González; Joseph Woodgate; Lars Chıttka,bioRxiv (Cold Spring Harbor Laboratory),OpenAlex,Q6,OpenAlex:https://openalex.org/W4305056710,https://doi.org/10.1101/2022.10.10.511574,1
bib_0c9a5fb5001bb854,doi:10.1101/2022.12.13.519978,10.1101/2022.12.13.519978,Hyobanche hanekomii (Orobanchaceae) is pollinated by non-flying mammals and birds,2022,Tim Niedzwetzki-Taubert,bioRxiv (Cold Spring Harbor Laboratory),OpenAlex,Q1|Q6,OpenAlex:https://openalex.org/W4311819173,https://doi.org/10.1101/2022.12.13.519978,2
bib_4b404a44bfaf95d1,doi:10.1101/2023.02.13.528270,10.1101/2023.02.13.528270,Floral volatiles evoke partially similar responses in both florivores and pollinators and are correlated with non-volatile reward chemicals,2023,Rohit Sasidharan; Robert R. Junker; Elisabeth J. Eilers; Caroline Müller,bioRxiv (Cold Spring Harbor Laboratory),OpenAlex,Q6,OpenAlex:https://openalex.org/W4320719640,http://dx.doi.org/10.1101/2023.02.13.528270,1
bib_fc08b9fd1da253e5,doi:10.1101/2023.03.31.533549,10.1101/2023.03.31.533549,When cheating turns into a stabilizing mechanism of mutualistic networks,2023,François Duchenne; Stéphane Aubert; Elisa Barreto; Emanuel Brenes; María A. Maglianesi; Tatiana Santander; Esteban A. Guevara; Catherine Helen Graham,bioRxiv (Cold Spring Harbor Laboratory),OpenAlex,Q1|Q3,OpenAlex:https://openalex.org/W4362574700,https://doi.org/10.1101/2023.03.31.533549,2
bib_c0c66390923a3593,doi:10.1101/2023.08.29.555358,10.1101/2023.08.29.555358,Social learning of a challenging two-step action sequence fulfils key criteria of cumulative culture in an insect,2023,Alice D. Bridges; Amanda L. Royka; Tara Wilson; Lars Chıttka,bioRxiv (Cold Spring Harbor Laboratory),OpenAlex,Q6,OpenAlex:https://openalex.org/W4386332804,http://dx.doi.org/10.1101/2023.08.29.555358,1
bib_7f8e73af49cacddc,doi:10.1101/2023.10.29.564637,10.1101/2023.10.29.564637,Within-species floral evolution reveals convergence in adaptive walks during incipient pollinator shift,2023,Katherine E. Wenzell; Mikhaela Neequaye; Pirita Paajanen; Lionel M. Hill; Paul J. Brett; Kelsey J.R.P. Byers,bioRxiv (Cold Spring Harbor Laboratory),OpenAlex,Q1|Q3|Q5,OpenAlex:https://openalex.org/W4388230135,https://doi.org/10.1101/2023.10.29.564637,3
bib_99e53f7bf83230cb,doi:10.1101/2024.02.22.581568,10.1101/2024.02.22.581568,Genotypic variation in blueberry flower morphology and nectar reward content affects pollinator attraction in a diverse breeding population,2024,Juliana Cromie; John J. Ternest; Andrew P. Komatz; Paul Adunola; Camila Ferreira Azevedo; Rachel E. Mallinger; Patricio Muńoz,bioRxiv (Cold Spring Harbor Laboratory),OpenAlex,Q1|Q2|Q4|Q5,OpenAlex:https://openalex.org/W4392189769,https://doi.org/10.1101/2024.02.22.581568,4
bib_12852c2f74e2f976,doi:10.1101/2024.04.25.591145,10.1101/2024.04.25.591145,The Role of Similarity of Stimuli and Responses in Learning by Nectar-Foraging Bumble Bees: A Test of Osgood’s Model,2024,Minjung Baek; Daniel R. Papaj,bioRxiv (Cold Spring Harbor Laboratory),OpenAlex,Q5|Q6,OpenAlex:https://openalex.org/W4395954432,https://doi.org/10.1101/2024.04.25.591145,2
bib_62c0bf14ac49f8fb,doi:10.1101/2024.09.08.611921,10.1101/2024.09.08.611921,Landscape-wide metabarcoding of the invasive bumblebee (Bombus terrestris) shows interactions among the gut microbiome and pollenbiome,2024,Sabrina Sharmin Haque; Hasinika K. A. H. Gamage; Cecilia Kardum Hjort; Fleur Ponton; Francisco Encinas‐Viso; Ian T. Paulsen; Rachael Y. Dudaniec,bioRxiv (Cold Spring Harbor Laboratory),OpenAlex,Q6,OpenAlex:https://openalex.org/W4402509161,https://doi.org/10.1101/2024.09.08.611921,1
bib_8e360ec5ab43ae03,doi:10.1101/2025.03.03.641175,10.1101/2025.03.03.641175,Bumblebee string-pulling skill spreads between colonies under open diffusion conditions,2025,Olga Procenko; Alice D. Bridges; Amelia Kowalewska; Mikko Juusola; Lars Chıttka,bioRxiv (Cold Spring Harbor Laboratory),OpenAlex,Q6,OpenAlex:https://openalex.org/W4408212657,https://doi.org/10.1101/2025.03.03.641175,1
bib_b5ce4726dff91b7c,doi:10.1101/2025.10.17.683152,10.1101/2025.10.17.683152,Nectar yeast scent additions fail to impact overall bouquet composition and bumble bee visitation in a montane herb,2025,Nicholas Dabagia; Valerie N. Martin; Daniel Souto‐Vilarós; Robert N. Schaeffer; Rebecca E. Irwin,bioRxiv (Cold Spring Harbor Laboratory),OpenAlex,Q6,OpenAlex:https://openalex.org/W4415307061,https://doi.org/10.1101/2025.10.17.683152,1
bib_8f3d3144994dd96f,doi:10.1101/370700,10.1101/370700,Conflict of evolutionary interests between plants and pollinators revealed through functional exploration of flower morphospace,2018,Foen Peng; Eric O. Campos; Joseph Garret Sullivan; Nathan Berry; Bo Song; Thomas L. Daniel; H. D. Bradshaw,bioRxiv (Cold Spring Harbor Laboratory),OpenAlex,Q3|Q5|Q6,OpenAlex:https://openalex.org/W2884433249,https://doi.org/10.1101/370700,3
bib_766f0e781e39c5b7,doi:10.1101/507319,10.1101/507319,Flowers respond to pollinator sound within minutes by increasing nectar sugar concentration,2018,Marine Veits; Itzhak Khait; Uri Obolski; Eyal Zinger; Arjan M. Boonman; Aya Goldshtein; Kfir Saban; Udi Ben‐Dor; Paz Estlein; Areej Kabat; Dor Peretz; Ittai Ratzersdorfer; Slava Krylov; Daniel Chamovitz; Yuval Sapir; Yossi Yovel; Lilach Hadany,bioRxiv (Cold Spring Harbor Laboratory),OpenAlex,Q4,OpenAlex:https://openalex.org/W2907273364,https://doi.org/10.1101/507319,1
bib_aedce1b1107eded8,doi:10.1101/551523,10.1101/551523,"Honey bees, Apis mellifera , are important pollinators of the highbush blueberry variety Ventura despite the inability to sonicate",2019,Keanu Martin; Bruce C Anderson; Corneile Minnaar; Marinus L. de Jager,bioRxiv (Cold Spring Harbor Laboratory),OpenAlex,Q3|Q5,OpenAlex:https://openalex.org/W2914197179,https://doi.org/10.1101/551523,2
bib_8f058f659df848fb,doi:10.1111/1365-2435.12751,10.1111/1365-2435.12751,"Direct interactions between invasive plants and native pollinators: evidence, impacts and approaches",2016,Jane C. Stout; Erin Jo Tiedeken,Functional Ecology,OpenAlex,Q7,OpenAlex:https://openalex.org/W2508420847,https://doi.org/10.1111/1365-2435.12751,1
bib_95c43f5770fec1dc,doi:10.1111/1365-2435.12933,10.1111/1365-2435.12933,Nectar bacteria affect life history of a generalist aphid parasitoid by altering nectar chemistry,2017,Marijke Lenaerts; Tim Goelen; Caroline Paulussen; Beatriz Herrera‐Malaver; Jan Steensels; Wim Van den Ende; Kevin J. Verstrepen; FELIX L. WÄCKERS; Hans Jacquemyn; Bart Lievens,Functional Ecology,OpenAlex,Q5,OpenAlex:https://openalex.org/W2731230291,https://doi.org/10.1111/1365-2435.12933,1
bib_57306107d0e922b0,doi:10.1111/1365-2435.13581,10.1111/1365-2435.13581,To bee or not to bee: The ‘raison d'être’ of toxic secondary compounds in the pollen of Boraginaceae,2020,Vincent Trunz; Matteo A. Lucchetti; Dimitri Bénon; Achik Dorchin; Gaylord A. Desurmont; Christina Kast; Sergio Rasmann; Gaétan Glauser; Christophe Praz,Functional Ecology,OpenAlex,Q5,OpenAlex:https://openalex.org/W3023611284,https://doi.org/10.1111/1365-2435.13581,1
bib_8ddbb8eade2ecb7b,doi:10.1111/1365-2435.13886,10.1111/1365-2435.13886,"Evolutionary and ecological factors structure a plant–bumblebee network in a biodiversity hotspot, the Himalaya–Hengduan Mountains",2021,Huan Liang; Yanhui Zhao; Nicole E. Rafferty; Zong‐Xin Ren; Li Zhong; Hai‐Dong Li; De-Zhu Li; Hong Wang,Functional Ecology,OpenAlex,Q3|Q5|Q6|Q7,OpenAlex:https://openalex.org/W3185466267,https://doi.org/10.1111/1365-2435.13886,4
bib_59b67f7647fcb339,doi:10.1111/1365-2435.14210,10.1111/1365-2435.14210,Estimates of nectar productivity through a simulation approach differ from the nectar produced in 24 h,2022,Luca Carisio; Lucie Schurr; Véronique Masotti; Marco Porporato; Gabriel Nève; Laurence Affre; Sophie Gachet; Benoît Geslin,Functional Ecology,OpenAlex,Q5,OpenAlex:https://openalex.org/W4306780872,https://doi.org/10.1111/1365-2435.14210,1
bib_eafc7aa9dbca938e,doi:10.1111/1365-2435.14211,10.1111/1365-2435.14211,Integration of historic collections can shed light on patterns of change in plant–pollinator interactions and pollination service,2022,Demetra Rákosy; Tia‐Lynn Ashman; Leana Zoller; Amber Stanley; Tiffany M. Knight,Functional Ecology,OpenAlex,Q6,OpenAlex:https://openalex.org/W4307562873,https://doi.org/10.1111/1365-2435.14211,1
bib_ad992ba87c75ef99,doi:10.1111/1365-2435.70167,10.1111/1365-2435.70167,Functional generalism in plant–hummingbird interactions: Causes and consequences from a plant perspective,2025,Ricardo Sánchez‐Martín; Elisa Barreto; François Duchenne; Isabela Galarda Varassin; María A. Maglianesi; Boris A. Tinoco; Catherine Helen Graham,Functional Ecology,OpenAlex,Q1|Q2|Q4|Q6,OpenAlex:https://openalex.org/W4414553552,https://doi.org/10.1111/1365-2435.70167,4
