frame_id,doi,title,year,pdf_attempts,pdf_retrieved,extraction_verified,text_chars,title_token_coverage,route_signal,access_signal,quantitative_signal,triage_lane,source_identifier
bib_2dfe8319a8aee075,10.1371/journal.pone.0112013,"Gloss, Colour and Grip: Multifunctional Epidermal Cell Shapes in Bee- and Bird-Pollinated Flowers",2014,1,YES,YES,50940,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0112013&type=printable
bib_9abfd47d28b42c30,10.1371/journal.pone.0144585,Impact of Striped-Squirrel Nectar-Robbing Behaviour on Gender Fitness in Alpinia roxburghii Sweet (Zingiberaceae),2015,1,YES,YES,84432,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0144585&type=printable
bib_0b3208c353cefdd2,10.1371/journal.pone.0225252,I’ve been robbed! – Can changes in floral traits discourage bee pollination?,2019,1,YES,YES,74576,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0225252&type=printable
bib_37032fe1400e10a8,10.1371/journal.pone.0312143,Socioecological drivers of mutualistic and antagonistic plant-insect interactions and interaction outcomes in suburban landscapes,2024,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_dcc6462f0422b8f2,10.15083/00004303,"Assessing ecological impacts of Bombus terrestris (L.) naturalized in Hokkaido, northern Japan",2008,1,YES,YES,36214,0.6667,NO,NO,YES,AUTO_EXCLUDED_NO_ROUTE_SIGNAL_IN_VERIFIED_FULLTEXT,https://repository.dl.itc.u-tokyo.ac.jp/record/4312/files/K-123617-2.pdf
bib_b33a7b719f8e1703,10.1590/1809-4392201703932,Biting the hand that feeds you: wedge-billed hummingbird is a nectar robber of a sicklebill-adapted Andean bellflower,2018,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_7100d1a82fc8e222,10.17520/biods.2015102,Effects of nectar robbing on pollinator behavior and pollination success in facultative selfing Incarvillea sinensis var. sinensis,2015,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_c3fa4909a44ad366,10.17863/cam.48560,Effects of plant viral pathogens on plant-pollinator relationships,2020,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_c8cea98b13386101,10.1890/07-1491.1,ALIEN BUMBLE BEE AFFECTS NATIVE PLANT REPRODUCTION THROUGH INTERACTIONS WITH NATIVE BUMBLE BEES,2008,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_01f8d50b93a83f40,10.18960/seitai.64.2_101,共生関係にひそむ第三者 : 花蜜を利用する酵母・細菌が変える植物-送粉者相互作用,2014,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_c23816cb58cf7df4,10.2111/1551-501x-33.3.20,The Hidden Benefits of Pollinator Diversity for the Rangelands of the Great Plains: Western Prairie Fringed Orchids as a Case Study,2011,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_137fd568063e1dc4,10.21203/rs.3.rs-1652058/v1,Hold tight or loosen up? Functional consequences of a shift in anther architecture depend substantially on bee body size,2022,1,YES,YES,53022,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://www.researchsquare.com/article/rs-1652058/latest.pdf
bib_661204233c8645b7,10.21203/rs.3.rs-2871656/v1,Honey bees rob flowers after observing conspecifics and carpenter bees,2023,1,YES,YES,42584,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://www.researchsquare.com/article/rs-2871656/latest.pdf
bib_9823e07a94137837,10.21203/rs.3.rs-3973961/v1,"WITHDRAWN: Floral biology, pollinators and reproductive success of Abutilon grandifolium in urban green spaces of Ciudad Autónoma de Buenos Aires",2024,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_79723ffefc66c045,10.21203/rs.3.rs-7190180/v1,Variation in sexual size dimorphism and fit to Rensch's rule in Costa Rican hummingbirds,2025,1,YES,YES,46685,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://www.researchsquare.com/article/rs-7190180/latest.pdf
bib_5a22e5774ba9ad36,10.21203/rs.3.rs-7301999/v1,Diurnal variation in plant-pollinator interactions in Bumblebee-pollinated Impatiens oxyanthera at two altitudes,2025,1,YES,YES,48551,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://www.researchsquare.com/article/rs-7301999/latest.pdf
bib_be1a4b1532143bef,10.22541/au.162028592.24138518/v1,Novel nectar robbing negatively affects reproduction in Digitalis purpurea,2021,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_f2577ec500e81b01,10.22541/au.170361388.82743885/v1,"NECTAR ROBBING BY THE RED-TAILED COMET ( SAPPHO SPARGANURUS , TROCHILIDAE): THE VALUE OF CITIZEN SCIENCE TO DOCUMENT INFREQUENT BEHAVIOR IN BIRDS",2023,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_0a562b7cb6983534,10.23860/thesis-tucker-sara-2018,CARPENTER BEE NECTAR ROBBERY EFFECTS ON FRUIT QUALITY AND NESTING PROVISIONS IN RHODE ISLAND,2018,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_c51c1a43e7b8eff2,10.2458/azu_rangelands_v33i3_travers,The Hidden Benefits of Pollinator Diversity for the Rangelands of the Great Plains: Western Prairie Fringed Orchids as a Case Study,2011,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_41784e8587a25d89,10.25221/fee.427.1,"Two new Nearctic genera in the tribe Odynerini s. str. revealed on the bionomics and morphology, with a comment on the cocoons of the eumenine wasps (Hymenoptera: Vespidae: Eumeninae)",2021,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_a6c4ffd3ff7db596,10.26786/1920-7603(2020)619,Exploitation of Strobilanthes ixiocephala (Acanthaceae) flower buds by bees,2021,2,YES,YES,21464,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://pollinationecology.org/index.php/jpe/article/download/619/199
bib_d84fed937eac24c7,10.26786/1920-7603(2021)630,Consequences of the high abundance of Bombus terrestris on the pollination of Vicia faba,2021,1,YES,YES,87118,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://pollinationecology.org/index.php/jpe/article/download/630/312
bib_83798f19521fb8aa,10.26786/1920-7603(2022)663,What are the plant reproductive consequences of losing a nectar robber?,2022,1,YES,YES,75299,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://pollinationecology.org/index.php/jpe/article/download/663/354
bib_7d976fdb88bc9d17,10.26786/1920-7603(2022)685,"Hawaiian Endemic Honeycreepers (Drepanidinae) are Nectar Robbers of the Invasive Banana Poka (Passiflora tarminiana, Passifloraceae)",2022,1,YES,YES,43273,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://curis.ku.dk/ws/files/311133570/document_1_.pdf
bib_8a628c7e27cc2c51,10.26786/1920-7603(2026)909,Reproductive ecology of the aromatic plant Agastache mexicana (Lamiaceae): A valuable species to be used in urban pollinator gardens,2026,1,YES,YES,67555,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://pollinationecology.org/index.php/jpe/article/download/909/637
bib_815c5c719f184570,10.26786/1920-7603(2026)914,"Reproductive system, floral biology and pollinators of Abutilon grandifolium in urban green spaces of Ciudad Autónoma de Buenos Aires.",2026,1,YES,YES,91091,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://pollinationecology.org/index.php/jpe/article/download/914/636
bib_c1f1ba6718a0a987,10.3389/fevo.2021.698137,The Sensory and Cognitive Ecology of Nectar Robbing,2021,1,YES,YES,75774,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://www.frontiersin.org/articles/10.3389/fevo.2021.698137/pdf
bib_f65e7d7c948ba7e4,10.3389/fpls.2021.767725,Breeding System and Response of the Pollinator to Floral Larceny and Florivory Define the Reproductive Success in Aerides odorata,2022,1,YES,YES,58526,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://www.frontiersin.org/articles/10.3389/fpls.2021.767725/pdf
bib_3f22ae23861d174f,10.3390/biology10090903,Corolla Abscission Triggered by Nectar Robbers Positively Affects Reproduction by Enhancing Self-Pollination in Symphytum officinale (Boraginaceae),2021,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_94e64e0ef15a0c2f,10.3390/biology11081203,A Decrease in the Staminode-Mediated Visitor Screening Mechanism in Response to Nectar Robbers Positively Affects Reproduction in Delphinium caeruleum Jacq. ex Camb. (Ranunculaceae),2022,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_05221cb1f2fdd354,10.3390/insects14050408,"Foraging Behavior of Two Pollen Wasp Species of the Genus Celonites Latreille, 1802 (Hymenoptera: Vespidae: Masarinae), from the Altai Mountains",2023,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_31c9a3599bb72584,10.3390/plants13030391,"Visual-, Olfactory-, and Nectar-Taste-Based Flower Aposematism",2024,2,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_bf5c36a20bd7f43e,10.3390/plants14152266,Spatiotemporal Variations in Nectar Robbing and Its Effects on Reproduction in Salvia castanea Diels (Lamiaceae),2025,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_66bc6e63213f70e3,10.3732/ajb.1000450,"Soil fungal effects on floral signals, rewards, and aboveground interactions in an alpine pollination web",2011,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_89032de33936f617,10.38059/biodiversity.814617,A review for the pollinators of Papilionaceous flowers,2021,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_d6a14e9f1805d195,10.3838/jjo.49.185,Nectar Robbing by the Purple-rumped Sunbird Nectarinia zeylonica from Introduced Flowers in Sri Lanka.,2000,1,YES,YES,8162,1.0000,YES,YES,NO,ACCESS_ROUTE_PRESENT_QUANT_UNRESOLVED,https://www.jstage.jst.go.jp/article/jjo1986/49/4/49_4_185/_pdf
bib_c33fd078b7d58985,10.3838/jjo.60.228,"Nectar robbing from Hibiscus flowers by White-eyes on an oceanic island, Chichi-jima, Bonin Islands",2011,1,YES,YES,14277,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://www.jstage.jst.go.jp/article/jjo/60/2/60_2_228/_pdf
bib_0e6fd06703d8aa45,10.3897/jhr.95.98260,"Morphological specialisation for primary nectar robbing in a pollen specialist mining bee (Hymenoptera, Andrenidae)",2023,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_d6bd9f940759602d,10.3929/ethz-a-003910510,"Genetic variation, mating system, and nectar robbery in Aconitum lycoctonum (Ranunculaceae)",2000,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_ede1eb7ee4fc3b00,10.4161/psb.4.9.9393,Nectar chemistry is tailored for both attraction of mutualists and protection from exploiters,2009,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_a909070feb69926e,10.4236/ajps.2015.65079,"Geographic Variation in Flower Size and Flower-Visitor Composition of Two Bumblebee-Pollinated, Spring-Flowering Herbs, Lamium album L. var. barbatum (Lamiaceae) and Meehania urticifolia (Lamiaceae)",2015,1,YES,YES,37003,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,http://www.scirp.org/journal/PaperDownload.aspx?paperID=54920
bib_b39a072e62becfa3,10.5061/dryad.6djh9w1gz,Data from: Is bee-avoidance by bird-pollinated flowers driven by nectar robbing in Erica?,2026,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_c8830e3b1a73110a,10.5061/dryad.rn8pk0pqx,Trait matching affects the probability of nectar robbing in plant-pollinator networks,2025,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_051700fd6e545868,10.5061/dryad.sj3tx96kr,Data from: Bird extinctions shift bill-flower trait matching in Hawaiian lobelioids,2026,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_dcea2eaa21242a01,10.5091/plecevo.84464,Reproductive biology and flower-visitor interactions of two bromeliad species from the Brazilian Atlantic Forest,2022,1,YES,YES,74289,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://plecevo.eu/article/84464/download/pdf/
bib_861be4d7a3fde84d,10.5194/we-26-83-2026,Blueberry floral morphology influences pollinator visitation and behavioural patterns,2026,1,YES,YES,59586,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://we.copernicus.org/articles/26/83/2026/we-26-83-2026.pdf
bib_140c730a1f020aa4,10.5281/zenodo.6470899,"Robo de néctar en plantas ornamentales en Santa Clara, Cuba Nectar robbing in ornamental plants in Santa Clara, Cuba",2021,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_ab1473f0b34aa734,10.5281/zenodo.6624946,"Robo de néctar en plantas ornamentales en Santa Clara, Cuba Nectar robbing in ornamental plants in Santa Clara, Cuba",2021,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_f2a43262ef895d35,10.53846/goediss-11131,Conservation of wild bees in agricultural landscapes through intercropping and habitat management,2025,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_cbaefe910fa9e38b,10.55362/ijecol/2026/0106,Ecological Roles of Indian Palm Squirrels ( spp.) as Floral Funambulus Visitors Across Five Indian States: First Comprehensive Account,2026,1,YES,YES,69056,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://www.indianjecol.org/manuscripts/254/download
bib_bb0187a90bd94687,10.55905/rdelosv16.n42-026,Reproductive success and production of nectar in Mandevilla funiformis (Apocynaceae): accessibility to visitors and effect of floral stage,2023,1,YES,YES,60698,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://ojs.revistadelos.com/ojs/index.php/delos/article/download/806/746
bib_f9d561b68ffcd878,10.5852/ejt.2023.892.2283,"Bumblebees with big teeth: revising the subgenus Alpigenobombus with the good, the bad and the ugly of numts (Hymenoptera: Apidae)",2023,1,YES,YES,208811,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://europeanjournaloftaxonomy.eu/index.php/ejt/article/download/2283/9851
bib_46125c08460f585c,10.58843/ornneo.v35i1.1287,NECTAR ROBBING BY THE RED-TAILED COMET SAPPHO SPARGANURUS: THE VALUE OF CITIZEN SCIENCE TO DOCUMENT INFREQUENT BEHAVIOR IN BIRDS,2024,1,YES,YES,19110,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://journals.sfu.ca/ornneo/index.php/ornneo/article/download/1287/767
bib_3bb123dbab5986d5,10.6084/m9.figshare.31986552,Nectar robber-mediated selection on calyx length in Salvia castanea,2026,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_0988fb9c95703ec8,10.6084/m9.figshare.31986552.v1,Nectar robber-mediated selection on calyx length in Salvia castanea,2026,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_88d404e8aedb2a2e,10.6084/m9.figshare.32325837,Data from: Blueberry floral morphology influences pollinator visitation and behavioural patterns,2026,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_4fec8b096c8077c4,10.6084/m9.figshare.32325837.v1,Data from: Blueberry floral morphology influences pollinator visitation and behavioural patterns,2026,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_5162be4d5f2786d9,10.6084/m9.figshare.8174591,"Nectar robbing does not affect female reproductive success of an endangered Antirrhinum species, Plantaginaceae",2019,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_f40cf5ddb079e74d,10.7282/t361120h,Flower Morphology Influences Pollinator Community with Implications for Cross-Pollination: Observations in Rabbiteye Blueberry (Vaccinium ashei Reade),2014,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_330024f0c7b430f2,10.7302/3062,Bee-Plant Interactions in Coffee Agroecosystems: Management and Matrix Effects on Mutualistic and Antagonistic Relationships,2021,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_17f6d67a128991f6,10.7818/ecos.2013.22-2.16,Asociación entre el robo de néctar y las características florales en una comunidad montana de los Andes colombianos,2013,1,YES,YES,40109,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://www.revistaecosistemas.net/index.php/ecosistemas/article/download/753/731
bib_2c6d7a128680d4c5,,Bumblebees' Bombus impatiens (Cresson) Learning: An Ecological Context,2014,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_4b90e640ac4e5193,,Colored floral organs influence pollinator behavior and pollen transfer in Commelina communis (Commelinaceae),2007,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_27dded66dd1d4356,,Crypsis in non-flying mammal pollinated Proteaceae: novel adaptations and evidence of nectarivorous bird avoidance,2019,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_26236df680e14a31,,"Diversidade funcional de abelhas e de plantas em áreas restauradas na parte sul da floresta atlântica, no município de Antonina (PR)",2018,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_46c64ae3bfc18a92,,Dynamique évolutive de la gynodioécie chez Silene nutans et conditions de son maintien en populations,2013,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_edcc26ef19db60fb,,Ecological and evolutionary implications of nectar robbery,2015,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_2a2a77069e36ad26,,Flower selection of Xylocopa violacea: aromatic and ornamental plants as resources in a botanic garden,2019,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_a3eab8cb096779c6,,HERBIVORE RESISTANCE AND POLLINATION: IMPLICATIONS FOR POLLINATION AND NECTAR ROBBING IN A DISTYLOUS PLANT',2006,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_d934c15c7f2e7c08,,Implicaciones ecológicas y evolutivas del robo de néctar en ecosistemas neotropicales venezolanos,2017,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_e92356b1befec043,,Interaction between Bombus terrestris and honeybees in red clover fields reduces abundance of other bumblebees and red clover yield,2016,1,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,OA_PDF_EXTRACTION_UNVERIFIED_RETAINED,
bib_b573d1273826075f,,Is bee‐avoidance by bird‐pollinated flowers driven by nectar robbing in Erica?,2025,1,YES,YES,84657,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://www.repository.cam.ac.uk/bitstreams/89a4cc5d-b853-4581-b219-863ffe0e458a/download
bib_e8cbfb432982d57a,,Keanekaragaman Makrozoobenthos Di Kawasan Perairan Kuala Tanjung Kecamatan Medang Deras Kabupaten Batubara,2011,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_78d619cf798a16c8,,Reproduction and genetics in fragmented plant populations,2001,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_8fc78916b3933b8d,,Stratégies de diversification végétale et interactions entre insectes bénéfiques floricoles : quels impacts sur les communautés d’ennemis naturels et de pollinisateurs et sur le contrôle biologique des phytophages ?,2020,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
bib_afb2faf9d14ed80b,,The ecology of pollination and nectar robbing in Linaria vulgaris in the Colorado Rocky Mountains,2004,1,YES,YES,196054,1.0000,YES,YES,YES,HIGH_PRIORITY_DIRECT_TEST_ADJUDICATION,https://utoronto.scholaris.ca/bitstreams/5a992bd6-b73d-4080-a496-d18e83750334/download
bib_0b56cca73495f9a5,,The Role of Pollinator Shifts in the Floral Diversification of Iochroma (Solanaceae),2008,0,NO,NO,0,,UNKNOWN,UNKNOWN,UNKNOWN,NON_OA_RETAINED,
