effect_id,moderator_name,moderator_value,coding_basis,coder_id,coding_date,coding_status
LGF_Quinalhaetal2017,interaction_players,insect_insect,"deposited column 'players' = 'insect-insect', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Richardson_2004,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Richardson_2004,reproductive_assurance,self_incompatible,"deposited column 'self_compatible' = 'no', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Richardson_2004,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Richardson_2004,interaction_players,insect_insect,"deposited column 'players' = 'insect-insect', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Richmanetal_2018,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 8 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Richmanetal_2018,reproductive_assurance,self_incompatible,"deposited column 'self_compatible' = 'no', constant across the 8 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Richmanetal_2018,larceny_assignment,experimental_manipulation,"deposited column 'type_study' = 'Experimental', constant across the 8 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Richmanetal_2018,interaction_players,insect_bird,"deposited column 'players' = 'insect-bird', constant across the 8 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Rojas-Nossaetal2016,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Rojas-Nossaetal2016,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Rojas-Nossaetal2016,larceny_assignment,experimental_manipulation,"deposited column 'type_study' = 'Experimental', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Rojas-Nossaetal2016,interaction_players,insect_insect,"deposited column 'players' = 'insect-insect', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Santosetal2020,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 4 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Santosetal2020,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 4 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Santosetal2020,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 4 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Santosetal2020,interaction_players,insect_bird,"deposited column 'players' = 'insect-bird', constant across the 4 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Tameles&Pan_2022,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Tameles&Pan_2022,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Tameles&Pan_2022,larceny_assignment,experimental_manipulation,"deposited column 'type_study' = 'Experimental', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Tameles&Pan_2022,interaction_players,insect_insect,"deposited column 'players' = 'insect-insect', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Travesetetal1998,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Travesetetal1998,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Travesetetal1998,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Travesetetal1998,interaction_players,bird_bird,"deposited column 'players' = 'bird-bird', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Utelli&Roy2001,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Utelli&Roy2001,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Utelli&Roy2001,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Utelli&Roy2001,interaction_players,insect_insect,"deposited column 'players' = 'insect-insect', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Valdivia&Gonzalez-Gomes_2006,larcenist_type,nectar_theft,"deposited column 'Larcenist_type' = 'Thieves', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Valdivia&Gonzalez-Gomes_2006,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Valdivia&Gonzalez-Gomes_2006,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Valdivia&Gonzalez-Gomes_2006,interaction_players,bird_bird,"deposited column 'players' = 'bird-bird', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Varma&Sinu2019,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 4 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Varma&Sinu2019,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 4 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Varma&Sinu2019,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 4 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Varma&Sinu2019,interaction_players,,"deposited column 'players' = ['insect-bird', 'insect-insect']: study cluster spans more than one declared level; the level is not assignable after the declared one-effect-per-cluster aggregation",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,not_applicable
LGF_Varmaetal2020,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Varmaetal2020,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Varmaetal2020,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Varmaetal2020,interaction_players,insect_insect,"deposited column 'players' = 'insect-insect', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Zhangetal2009a,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 5 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Zhangetal2009a,reproductive_assurance,,"deposited column 'self_compatible' = ['NA', 'no', 'yes']: study cluster spans more than one declared level; the level is not assignable after the declared one-effect-per-cluster aggregation",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,not_applicable
LGF_Zhangetal2009a,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 5 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Zhangetal2009a,interaction_players,insect_insect,"deposited column 'players' = 'insect-insect', constant across the 5 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Zhangetal2011,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 4 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Zhangetal2011,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 4 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Zhangetal2011,larceny_assignment,experimental_manipulation,"deposited column 'type_study' = 'Experimental', constant across the 4 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Zhangetal2011,interaction_players,,deposited column 'players' = ['NA']: undeclared or missing level in the deposited column,deterministic_ingest_of_deposited_moderator_columns,2026-08-10,not_applicable
LGF_Zhangetal_2010a,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 6 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Zhangetal_2010a,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 6 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Zhangetal_2010a,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 6 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Zhangetal_2010a,interaction_players,insect_insect,"deposited column 'players' = 'insect-insect', constant across the 6 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Zhangetal_2014,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Zhangetal_2014,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Zhangetal_2014,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGF_Zhangetal_2014,interaction_players,insect_insect,"deposited column 'players' = 'insect-insect', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Caballeroetal_2013,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Caballeroetal_2013,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Caballeroetal_2013,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Caballeroetal_2013,interaction_players,insect_bird,"deposited column 'players' = 'insect-bird', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Cuevas&Guerrero_2016,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Cuevas&Guerrero_2016,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Cuevas&Guerrero_2016,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Cuevas&Guerrero_2016,interaction_players,insect_bird,"deposited column 'players' = 'insect-bird', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Dengetal_2015,larcenist_type,nectar_theft,"deposited column 'Larcenist_type' = 'Thieves', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Dengetal_2015,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Dengetal_2015,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Dengetal_2015,interaction_players,,deposited column 'players' = ['NA']: undeclared or missing level in the deposited column,deterministic_ingest_of_deposited_moderator_columns,2026-08-10,not_applicable
LGP_Fumero-Caban&Melendez-Ackerman_2013,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Fumero-Caban&Melendez-Ackerman_2013,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Fumero-Caban&Melendez-Ackerman_2013,larceny_assignment,experimental_manipulation,"deposited column 'type_study' = 'Experimental', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Fumero-Caban&Melendez-Ackerman_2013,interaction_players,,deposited column 'players' = ['NA']: undeclared or missing level in the deposited column,deterministic_ingest_of_deposited_moderator_columns,2026-08-10,not_applicable
LGP_Hazlehurst&Karubian_2016,larcenist_type,nectar_theft,"deposited column 'Larcenist_type' = 'Thieves', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Hazlehurst&Karubian_2016,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Hazlehurst&Karubian_2016,larceny_assignment,experimental_manipulation,"deposited column 'type_study' = 'Experimental', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Hazlehurst&Karubian_2016,interaction_players,bird_bird,"deposited column 'players' = 'bird-bird', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Heillingetal_2018,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Heillingetal_2018,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Heillingetal_2018,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Heillingetal_2018,interaction_players,insect_insect,"deposited column 'players' = 'insect-insect', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Irwin&Brody2000,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Irwin&Brody2000,reproductive_assurance,self_incompatible,"deposited column 'self_compatible' = 'no', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Irwin&Brody2000,larceny_assignment,experimental_manipulation,"deposited column 'type_study' = 'Experimental', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Irwin&Brody2000,interaction_players,insect_bird,"deposited column 'players' = 'insect-bird', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Lara&Ornelas_2001,larcenist_type,nectar_theft,"deposited column 'Larcenist_type' = 'Thieves', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Lara&Ornelas_2001,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Lara&Ornelas_2001,larceny_assignment,experimental_manipulation,"deposited column 'type_study' = 'Experimental', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Lara&Ornelas_2001,interaction_players,insect_bird,"deposited column 'players' = 'insect-bird', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Lietal_2021,larcenist_type,nectar_theft,"deposited column 'Larcenist_type' = 'Thieves', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Lietal_2021,reproductive_assurance,self_incompatible,"deposited column 'self_compatible' = 'no', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Lietal_2021,larceny_assignment,experimental_manipulation,"deposited column 'type_study' = 'Experimental', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Lietal_2021,interaction_players,,deposited column 'players' = ['NA']: undeclared or missing level in the deposited column,deterministic_ingest_of_deposited_moderator_columns,2026-08-10,not_applicable
LGP_Mackinetal_2021,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 5 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Mackinetal_2021,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 5 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Mackinetal_2021,larceny_assignment,experimental_manipulation,"deposited column 'type_study' = 'Experimental', constant across the 5 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Mackinetal_2021,interaction_players,,deposited column 'players' = ['NA']: undeclared or missing level in the deposited column,deterministic_ingest_of_deposited_moderator_columns,2026-08-10,not_applicable
LGP_Mallof_2001,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Mallof_2001,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Mallof_2001,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Mallof_2001,interaction_players,insect_insect,"deposited column 'players' = 'insect-insect', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Mayeretal_2014,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 7 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Mayeretal_2014,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 7 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Mayeretal_2014,larceny_assignment,experimental_manipulation,"deposited column 'type_study' = 'Experimental', constant across the 7 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Mayeretal_2014,interaction_players,insect_insect,"deposited column 'players' = 'insect-insect', constant across the 7 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Milet-Pinheiro&Schlindwein_2009,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Milet-Pinheiro&Schlindwein_2009,reproductive_assurance,self_incompatible,"deposited column 'self_compatible' = 'no', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Milet-Pinheiro&Schlindwein_2009,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Milet-Pinheiro&Schlindwein_2009,interaction_players,insect_insect,"deposited column 'players' = 'insect-insect', constant across the 1 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Missagia&Alves2017,larcenist_type,nectar_theft,"deposited column 'Larcenist_type' = 'Thieves', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Missagia&Alves2017,reproductive_assurance,self_incompatible,"deposited column 'self_compatible' = 'no', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Missagia&Alves2017,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Missagia&Alves2017,interaction_players,insect_bird,"deposited column 'players' = 'insect-bird', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Richmanetal_2018,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 4 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Richmanetal_2018,reproductive_assurance,self_incompatible,"deposited column 'self_compatible' = 'no', constant across the 4 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Richmanetal_2018,larceny_assignment,experimental_manipulation,"deposited column 'type_study' = 'Experimental', constant across the 4 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Richmanetal_2018,interaction_players,insect_bird,"deposited column 'players' = 'insect-bird', constant across the 4 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Singhetal_2014,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Singhetal_2014,reproductive_assurance,self_incompatible,"deposited column 'self_compatible' = 'no', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Singhetal_2014,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Singhetal_2014,interaction_players,bird_bird,"deposited column 'players' = 'bird-bird', constant across the 3 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Takedaetal_2021,larcenist_type,nectar_theft,"deposited column 'Larcenist_type' = 'Thieves', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Takedaetal_2021,reproductive_assurance,self_incompatible,"deposited column 'self_compatible' = 'no', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Takedaetal_2021,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Takedaetal_2021,interaction_players,,deposited column 'players' = ['NA']: undeclared or missing level in the deposited column,deterministic_ingest_of_deposited_moderator_columns,2026-08-10,not_applicable
LGP_Yeetal_2017,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Yeetal_2017,reproductive_assurance,self_incompatible,"deposited column 'self_compatible' = 'no', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Yeetal_2017,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Yeetal_2017,interaction_players,insect_insect,"deposited column 'players' = 'insect-insect', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Zhangetal_2009b,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 6 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Zhangetal_2009b,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 6 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Zhangetal_2009b,larceny_assignment,observational_contrast,"deposited column 'type_study' = 'Non-Experimental', constant across the 6 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Zhangetal_2009b,interaction_players,insect_insect,"deposited column 'players' = 'insect-insect', constant across the 6 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Zhangetal_2010a,larcenist_type,nectar_robbing,"deposited column 'Larcenist_type' = 'Robbers', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
LGP_Zhangetal_2010a,reproductive_assurance,self_compatible,"deposited column 'self_compatible' = 'yes', constant across the 2 deposited row(s) of this study cluster",deterministic_ingest_of_deposited_moderator_columns,2026-08-10,coded
