source_row_id,study_cluster_id,source_metric,deposited_effect,deposited_variance,recomputed_log_response_ratio,recomputed_variance,effect_agreement,variance_agreement,agreement_verdict,handling
55,Cuevas&Guerrero_2016,nectar,-1.299282984,0.001714678,-1.299282984,0.001714677641,match,match,reproduced,included:recomputed_from_group_means
57,Dedej&Delaplane_2005,nectar,-1.966112856,0.22367347,-1.966112856,0.2236734703,match,match,reproduced,included:recomputed_from_group_means
58,Dedej&Delaplane_2005,nectar,-1.84582669,0.113881194,-1.84582669,0.113881194,match,match,reproduced,included:recomputed_from_group_means
60,Dedej&Delaplane_2005,nectar,-0.581921545,0.03270663,-0.5819215454,0.03270662999,match,match,reproduced,included:recomputed_from_group_means
63,Dedej&Delaplane_2005,nectar,-0.125163143,0.003884266,-0.125163143,0.003884265966,match,match,reproduced,included:recomputed_from_group_means
70,Dohzonoetal_2008,nectar,-0.891998039,1.969674819,-0.8919980393,1.969674819,match,match,reproduced,included:recomputed_from_group_means
80,Fumero-Caban&Melendez-Ackerman_2013,nectar,-0.000567537,0.004176615,-0.0005675369051,0.004176614638,match,match,reproduced,included:recomputed_from_group_means
82,Fumero-Caban&Melendez-Ackerman_2013,nectar,0.046520016,0.005783997,0.04652001563,0.005783996684,match,match,reproduced,included:recomputed_from_group_means
89,Gonzalez-Gomez&Valdivia_2005,nectar,-1.898904107,0.143239342,-1.898904107,0.1432393418,match,match,reproduced,included:recomputed_from_group_means
90,Goulsonetal_2007,nectar,-0.539873309,0.025781535,-0.5398733092,0.02578153533,match,match,reproduced,included:recomputed_from_group_means
91,Guerraetal_2010,nectar,-0.364337817,0.024459673,-0.3643378167,0.02445967282,match,match,reproduced,included:recomputed_from_group_means
92,Guerraetal_2010,nectar,-0.246536431,0.022032443,-0.2465364309,0.02203244321,match,match,reproduced,included:recomputed_from_group_means
263,Hazlehurst&Karubian_2016,nectar,0.012371292,0.000102402,0.0123712918,0.0001024017868,match,match,reproduced,included:recomputed_from_group_means
264,Hazlehurst&Karubian_2016,nectar,0.330673251,0.00038402,0.3306732513,0.0003840203817,match,match,reproduced,included:recomputed_from_group_means
108,Irwinetal_2008,nectar,0.212945726,0.014394511,0.2129457263,0.01439451114,match,match,reproduced,included:recomputed_from_group_means
253,Kaczorowskietal_2014,nectar,0.470003629,0.000711805,0.4700036292,0.0007118048918,match,match,reproduced,included:recomputed_from_group_means
254,Kaczorowskietal_2014,nectar,1.945910149,0.001900508,1.945910149,0.001900472348,match,match,reproduced,included:recomputed_from_group_means
109,Lara&Ornelas_2001,nectar,-0.653926467,0.000509349,-0.6539264674,0.0005093491124,match,match,reproduced,included:recomputed_from_group_means
110,Lara&Ornelas_2001,nectar,-0.642432088,0.000377718,-0.642432088,0.0003777183911,match,match,reproduced,included:recomputed_from_group_means
111,Lara&Ornelas_2001,nectar,-0.577516998,0.000207671,-0.5775169983,0.0002076713865,match,match,reproduced,included:recomputed_from_group_means
115,Lasso&Naranjo_2003,nectar,0.088756361,0.002075089,0.08875636061,0.00207508878,match,match,reproduced,included:recomputed_from_group_means
126,Mallof_2001,nectar,-1.452252329,0.022403771,-1.452252329,0.02240377056,match,match,reproduced,included:recomputed_from_group_means
255,Mallof_2001,nectar,-1.452252329,0.288229917,-1.452252329,0.2882299166,match,match,reproduced,included:recomputed_from_group_means
141,Missagia&Alves2017,nectar,-0.604103512,0.007445388,-0.604103512,0.007445388431,match,match,reproduced,included:recomputed_from_group_means
142,Morris_1996,nectar,-1.682386912,2.327438201,-1.682386912,2.327438201,match,match,reproduced,included:recomputed_from_group_means
147,Pollato&Alves-Junior_2022,nectar,-1.712787061,0.007004971,-1.712787061,0.007004971093,match,match,reproduced,included:recomputed_from_group_means
148,Pollato&Alves-Junior_2022,nectar,-1.391997024,0.002208346,-1.391997024,0.002208345874,match,match,reproduced,included:recomputed_from_group_means
151,Richardson_2004,nectar,-0.99852883,0.779015208,-0.9985288301,0.7790152075,match,match,reproduced,included:recomputed_from_group_means
152,Richardson_2004,nectar,0.626940602,0.069504916,0.6269406023,0.0695049156,match,match,reproduced,included:recomputed_from_group_means
169,Saezetal_2017,nectar,-1.506599466,0.335963994,-1.506599466,0.3359639938,match,match,reproduced,included:recomputed_from_group_means
175,Singhetal_2014,nectar,-0.936093359,0.156287005,-0.9360933592,0.1562870048,match,match,reproduced,included:recomputed_from_group_means
178,Souzaetal_2019,nectar,0.666713923,0.295380506,-0.6667139235,0.1222187969,sign_flipped,differs,sign_disagrees,excluded:deposited_effect_sign_disagrees_with_deposited_group_means
181,Tameles&Pan_2022,nectar,-1.616082455,0.044385773,-1.616082455,0.04438577267,match,match,reproduced,included:recomputed_from_group_means
182,Tameles&Pan_2022,nectar,-1.469291281,0.040819667,-1.469291281,0.04081966736,match,match,reproduced,included:recomputed_from_group_means
183,Tameles&Pan_2022,nectar,-0.394291808,0.02888696,-0.3942918075,0.02888696011,match,match,reproduced,included:recomputed_from_group_means
199,Yeetal_2017,nectar,-0.218879153,0.006506204,-0.2188791525,0.006506203969,match,match,reproduced,included:recomputed_from_group_means
207,Zhangetal_2009b,nectar,0.166408403,0.103064937,0.1664084026,0.1030649374,match,match,reproduced,included:recomputed_from_group_means
211,Zhangetal_2010a,nectar,-1.139434283,0.549350533,-1.139434283,0.5493505333,match,match,reproduced,included:recomputed_from_group_means
212,Zhangetal_2010a,nectar,-1.021651248,0.60663757,-1.021651248,0.6066375704,match,match,reproduced,included:recomputed_from_group_means
259,Dengetal_2015,male,-0.656779536,0.017487087,-0.6567795364,0.01748708743,match,match,reproduced,included:recomputed_from_group_means
69,Dengetal2004,male,-0.656779536,0.1398967,-0.6567795364,0.1398966997,match,match,reproduced,included:recomputed_from_group_means
81,Fumero-Caban&Melendez-Ackerman_2013,male,0.037740328,0.007751317,0.03774032798,0.007786807734,match,differs,variance_disagrees,included:variance_recomputed_from_group_means
84,Fumero-Caban&Melendez-Ackerman_2013,male,0.200670695,0.019137786,0.2006706955,0.01664370982,match,differs,variance_disagrees,included:variance_recomputed_from_group_means
244,Irwin&Brody1999,male,-1.609437912,0.004622223,-1.609437912,0.004622222589,match,match,reproduced,included:recomputed_from_group_means
239,Irwin&Brody1999,male,-1.098612289,0.123456803,-1.098612289,0.1234568033,match,match,reproduced,included:recomputed_from_group_means
250,Irwinetal2015,male,-0.026307026,4.54e-06,-0.02630702559,4.538843842e-06,match,match,reproduced,included:recomputed_from_group_means
122,Mackinetal_2021,male,-0.178549171,0.007207236,-0.1785491713,0.007207235697,match,match,reproduced,included:recomputed_from_group_means
153,Richmanetal_2018,male,-1.749199855,2.31805294,-1.749199855,2.31805294,match,match,reproduced,included:recomputed_from_group_means
167,Rojas-Nossaetal2016,male,0.003734951,0.001448329,0.003734951288,0.001448329423,match,match,reproduced,included:recomputed_from_group_means
185,Tameles&Pan_2022,male,2.298917358,5.52e-06,2.298917358,5.523748464e-06,match,match,reproduced,included:recomputed_from_group_means
191,Valdivia&Gonzalez-Gomes_2006,male,-0.138150338,0.587528273,-0.1381503385,0.5875282726,match,match,reproduced,included:recomputed_from_group_means
224,Zhangetal2007,male,-0.310720795,0.006695014,-0.3107207952,0.006695014355,match,match,reproduced,included:recomputed_from_group_means
225,Zhangetal2007,male,-0.250577528,0.005165123,-0.2505775275,0.005165123082,match,match,reproduced,included:recomputed_from_group_means
226,Zhangetal2007,male,-0.080887659,0.02171277,-0.08088765914,0.02171276961,match,match,reproduced,included:recomputed_from_group_means
227,Zhangetal2007,male,0.118915868,0.363276218,0.118915868,0.3632762184,match,match,reproduced,included:recomputed_from_group_means
228,Zhangetal2007,male,0.141800359,1.539218236,0.1418003594,1.539218236,match,match,reproduced,included:recomputed_from_group_means
