parameter,channel,scenario_id,form_id,grid_points,prior_low,prior_high,prior_sensitive_points,prior_sensitive_fraction,relative_half_width,settled_points,settled_fraction,value_of_information
attraction_gain,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,saturating_attraction,162,0,3,21,0.129630,0.5,156,0.962963,0.092593
attraction_gain,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,saturating_attraction,162,0,3,21,0.129630,1,144,0.888889,0.018519
attraction_defence_shared_cost,direct_joint_cost_kappa,high_tracking_low_obstruction_low_shared_cost,saturating_attraction,162,0,1,119,0.734568,0.1,161,0.993827,0.728395
attraction_defence_shared_cost,direct_joint_cost_kappa,high_tracking_low_obstruction_low_shared_cost,saturating_attraction,162,0,1,119,0.734568,0.25,161,0.993827,0.728395
attraction_defence_shared_cost,direct_joint_cost_kappa,high_tracking_low_obstruction_low_shared_cost,saturating_attraction,162,0,1,119,0.734568,0.5,160,0.987654,0.722222
attraction_defence_shared_cost,direct_joint_cost_kappa,high_tracking_low_obstruction_low_shared_cost,saturating_attraction,162,0,1,119,0.734568,1,158,0.975309,0.709877
attraction_tracking,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,3,159,0.981481,0.1,156,0.962963,0.944444
attraction_tracking,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,3,159,0.981481,0.25,150,0.925926,0.907407
attraction_tracking,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,3,159,0.981481,0.5,129,0.796296,0.777778
attraction_tracking,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,3,159,0.981481,1,3,0.018519,0.000000
floral_defence_efficacy,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,1,150,0.925926,0.1,156,0.962963,0.888889
floral_defence_efficacy,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,1,150,0.925926,0.25,153,0.944444,0.870370
floral_defence_efficacy,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,1,150,0.925926,0.5,135,0.833333,0.759259
floral_defence_efficacy,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,1,150,0.925926,1,12,0.074074,0.000000
defence_pollinator_cost,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,3,81,0.500000,0.1,156,0.962963,0.462963
defence_pollinator_cost,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,3,81,0.500000,0.25,156,0.962963,0.462963
defence_pollinator_cost,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,3,81,0.500000,0.5,150,0.925926,0.425926
defence_pollinator_cost,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,3,81,0.500000,1,132,0.814815,0.314815
attraction_gain,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,3,54,0.333333,0.1,156,0.962963,0.296296
attraction_gain,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,3,54,0.333333,0.25,153,0.944444,0.277778
attraction_gain,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,3,54,0.333333,0.5,141,0.870370,0.203704
attraction_gain,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,3,54,0.333333,1,126,0.777778,0.111111
attraction_defence_shared_cost,direct_joint_cost_kappa,high_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,1,126,0.777778,0.1,162,1.000000,0.777778
attraction_defence_shared_cost,direct_joint_cost_kappa,high_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,1,126,0.777778,0.25,159,0.981481,0.759259
attraction_defence_shared_cost,direct_joint_cost_kappa,high_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,1,126,0.777778,0.5,159,0.981481,0.759259
attraction_defence_shared_cost,direct_joint_cost_kappa,high_tracking_low_obstruction_low_shared_cost,saturating_defence,162,0,1,126,0.777778,1,150,0.925926,0.703704
attraction_tracking,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,3,160,0.987654,0.1,155,0.956790,0.944444
attraction_tracking,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,3,160,0.987654,0.25,149,0.919753,0.907407
attraction_tracking,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,3,160,0.987654,0.5,124,0.765432,0.753086
attraction_tracking,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,3,160,0.987654,1,2,0.012346,0.000000
floral_defence_efficacy,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,1,150,0.925926,0.1,155,0.956790,0.882716
floral_defence_efficacy,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,1,150,0.925926,0.25,151,0.932099,0.858025
floral_defence_efficacy,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,1,150,0.925926,0.5,130,0.802469,0.728395
floral_defence_efficacy,antagonist_relief_rho,high_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,1,150,0.925926,1,12,0.074074,0.000000
defence_pollinator_cost,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,3,77,0.475309,0.1,156,0.962963,0.438272
defence_pollinator_cost,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,3,77,0.475309,0.25,154,0.950617,0.425926
defence_pollinator_cost,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,3,77,0.475309,0.5,145,0.895062,0.370370
defence_pollinator_cost,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,3,77,0.475309,1,129,0.796296,0.271605
attraction_gain,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,3,44,0.271605,0.1,155,0.956790,0.228395
attraction_gain,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,3,44,0.271605,0.25,153,0.944444,0.216049
attraction_gain,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,3,44,0.271605,0.5,142,0.876543,0.148148
attraction_gain,mutualist_interference_iota,high_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,3,44,0.271605,1,124,0.765432,0.037037
attraction_defence_shared_cost,direct_joint_cost_kappa,high_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,1,118,0.728395,0.1,159,0.981481,0.709877
attraction_defence_shared_cost,direct_joint_cost_kappa,high_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,1,118,0.728395,0.25,158,0.975309,0.703704
attraction_defence_shared_cost,direct_joint_cost_kappa,high_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,1,118,0.728395,0.5,156,0.962963,0.691358
attraction_defence_shared_cost,direct_joint_cost_kappa,high_tracking_low_obstruction_low_shared_cost,saturating_both_curved_cost,162,0,1,118,0.728395,1,144,0.888889,0.617284
attraction_tracking,antagonist_relief_rho,high_obstruction_high_shared_cost,baseline,162,0,3,108,0.666667,0.1,147,0.907407,0.574074
attraction_tracking,antagonist_relief_rho,high_obstruction_high_shared_cost,baseline,162,0,3,108,0.666667,0.25,144,0.888889,0.555556
attraction_tracking,antagonist_relief_rho,high_obstruction_high_shared_cost,baseline,162,0,3,108,0.666667,0.5,132,0.814815,0.481481
attraction_tracking,antagonist_relief_rho,high_obstruction_high_shared_cost,baseline,162,0,3,108,0.666667,1,102,0.629630,0.296296
floral_defence_efficacy,antagonist_relief_rho,high_obstruction_high_shared_cost,baseline,162,0,1,42,0.259259,0.1,147,0.907407,0.166667
floral_defence_efficacy,antagonist_relief_rho,high_obstruction_high_shared_cost,baseline,162,0,1,42,0.259259,0.25,144,0.888889,0.148148
floral_defence_efficacy,antagonist_relief_rho,high_obstruction_high_shared_cost,baseline,162,0,1,42,0.259259,0.5,132,0.814815,0.074074
floral_defence_efficacy,antagonist_relief_rho,high_obstruction_high_shared_cost,baseline,162,0,1,42,0.259259,1,120,0.740741,0.000000
defence_pollinator_cost,mutualist_interference_iota,high_obstruction_high_shared_cost,baseline,162,0,3,48,0.296296,0.1,156,0.962963,0.259259
defence_pollinator_cost,mutualist_interference_iota,high_obstruction_high_shared_cost,baseline,162,0,3,48,0.296296,0.25,156,0.962963,0.259259
defence_pollinator_cost,mutualist_interference_iota,high_obstruction_high_shared_cost,baseline,162,0,3,48,0.296296,0.5,150,0.925926,0.222222
defence_pollinator_cost,mutualist_interference_iota,high_obstruction_high_shared_cost,baseline,162,0,3,48,0.296296,1,114,0.703704,0.000000
attraction_gain,mutualist_interference_iota,high_obstruction_high_shared_cost,baseline,162,0,3,54,0.333333,0.1,156,0.962963,0.296296
attraction_gain,mutualist_interference_iota,high_obstruction_high_shared_cost,baseline,162,0,3,54,0.333333,0.25,153,0.944444,0.277778
attraction_gain,mutualist_interference_iota,high_obstruction_high_shared_cost,baseline,162,0,3,54,0.333333,0.5,138,0.851852,0.185185
attraction_gain,mutualist_interference_iota,high_obstruction_high_shared_cost,baseline,162,0,3,54,0.333333,1,108,0.666667,0.000000
attraction_defence_shared_cost,direct_joint_cost_kappa,high_obstruction_high_shared_cost,baseline,162,0,1,48,0.296296,0.1,156,0.962963,0.259259
attraction_defence_shared_cost,direct_joint_cost_kappa,high_obstruction_high_shared_cost,baseline,162,0,1,48,0.296296,0.25,144,0.888889,0.185185
attraction_defence_shared_cost,direct_joint_cost_kappa,high_obstruction_high_shared_cost,baseline,162,0,1,48,0.296296,0.5,135,0.833333,0.129630
attraction_defence_shared_cost,direct_joint_cost_kappa,high_obstruction_high_shared_cost,baseline,162,0,1,48,0.296296,1,114,0.703704,0.000000
attraction_tracking,antagonist_relief_rho,high_obstruction_high_shared_cost,saturating_attraction,162,0,3,111,0.685185,0.1,152,0.938272,0.623457
attraction_tracking,antagonist_relief_rho,high_obstruction_high_shared_cost,saturating_attraction,162,0,3,111,0.685185,0.25,141,0.870370,0.555556
attraction_tracking,antagonist_relief_rho,high_obstruction_high_shared_cost,saturating_attraction,162,0,3,111,0.685185,0.5,124,0.765432,0.450617
attraction_tracking,antagonist_relief_rho,high_obstruction_high_shared_cost,saturating_attraction,162,0,3,111,0.685185,1,97,0.598765,0.283951
floral_defence_efficacy,antagonist_relief_rho,high_obstruction_high_shared_cost,saturating_attraction,162,0,1,49,0.302469,0.1,152,0.938272,0.240741
floral_defence_efficacy,antagonist_relief_rho,high_obstruction_high_shared_cost,saturating_attraction,162,0,1,49,0.302469,0.25,141,0.870370,0.172840
floral_defence_efficacy,antagonist_relief_rho,high_obstruction_high_shared_cost,saturating_attraction,162,0,1,49,0.302469,0.5,124,0.765432,0.067901
floral_defence_efficacy,antagonist_relief_rho,high_obstruction_high_shared_cost,saturating_attraction,162,0,1,49,0.302469,1,113,0.697531,0.000000
defence_pollinator_cost,mutualist_interference_iota,high_obstruction_high_shared_cost,saturating_attraction,162,0,3,48,0.296296,0.1,162,1.000000,0.296296
defence_pollinator_cost,mutualist_interference_iota,high_obstruction_high_shared_cost,saturating_attraction,162,0,3,48,0.296296,0.25,157,0.969136,0.265432
defence_pollinator_cost,mutualist_interference_iota,high_obstruction_high_shared_cost,saturating_attraction,162,0,3,48,0.296296,0.5,147,0.907407,0.203704
defence_pollinator_cost,mutualist_interference_iota,high_obstruction_high_shared_cost,saturating_attraction,162,0,3,48,0.296296,1,114,0.703704,0.000000
attraction_gain,mutualist_interference_iota,high_obstruction_high_shared_cost,saturating_attraction,162,0,3,54,0.333333,0.1,159,0.981481,0.314815
attraction_gain,mutualist_interference_iota,high_obstruction_high_shared_cost,saturating_attraction,162,0,3,54,0.333333,0.25,153,0.944444,0.277778
attraction_gain,mutualist_interference_iota,high_obstruction_high_shared_cost,saturating_attraction,162,0,3,54,0.333333,0.5,140,0.864198,0.197531
attraction_gain,mutualist_interference_iota,high_obstruction_high_shared_cost,saturating_attraction,162,0,3,54,0.333333,1,110,0.679012,0.012346
attraction_defence_shared_cost,direct_joint_cost_kappa,high_obstruction_high_shared_cost,saturating_attraction,162,0,1,66,0.407407,0.1,155,0.956790,0.364198
attraction_defence_shared_cost,direct_joint_cost_kappa,high_obstruction_high_shared_cost,saturating_attraction,162,0,1,66,0.407407,0.25,146,0.901235,0.308642
attraction_defence_shared_cost,direct_joint_cost_kappa,high_obstruction_high_shared_cost,saturating_attraction,162,0,1,66,0.407407,0.5,129,0.796296,0.203704
attraction_defence_shared_cost,direct_joint_cost_kappa,high_obstruction_high_shared_cost,saturating_attraction,162,0,1,66,0.407407,1,96,0.592593,0.000000
attraction_tracking,antagonist_relief_rho,high_obstruction_high_shared_cost,saturating_defence,162,0,3,81,0.500000,0.1,162,1.000000,0.500000
attraction_tracking,antagonist_relief_rho,high_obstruction_high_shared_cost,saturating_defence,162,0,3,81,0.500000,0.25,150,0.925926,0.425926
attraction_tracking,antagonist_relief_rho,high_obstruction_high_shared_cost,saturating_defence,162,0,3,81,0.500000,0.5,144,0.888889,0.388889
attraction_tracking,antagonist_relief_rho,high_obstruction_high_shared_cost,saturating_defence,162,0,3,81,0.500000,1,126,0.777778,0.277778
floral_defence_efficacy,antagonist_relief_rho,high_obstruction_high_shared_cost,saturating_defence,162,0,1,30,0.185185,0.1,162,1.000000,0.185185
floral_defence_efficacy,antagonist_relief_rho,high_obstruction_high_shared_cost,saturating_defence,162,0,1,30,0.185185,0.25,150,0.925926,0.111111
floral_defence_efficacy,antagonist_relief_rho,high_obstruction_high_shared_cost,saturating_defence,162,0,1,30,0.185185,0.5,144,0.888889,0.074074
floral_defence_efficacy,antagonist_relief_rho,high_obstruction_high_shared_cost,saturating_defence,162,0,1,30,0.185185,1,132,0.814815,0.000000
defence_pollinator_cost,mutualist_interference_iota,high_obstruction_high_shared_cost,saturating_defence,162,0,3,54,0.333333,0.1,162,1.000000,0.333333
defence_pollinator_cost,mutualist_interference_iota,high_obstruction_high_shared_cost,saturating_defence,162,0,3,54,0.333333,0.25,159,0.981481,0.314815
defence_pollinator_cost,mutualist_interference_iota,high_obstruction_high_shared_cost,saturating_defence,162,0,3,54,0.333333,0.5,150,0.925926,0.259259
defence_pollinator_cost,mutualist_interference_iota,high_obstruction_high_shared_cost,saturating_defence,162,0,3,54,0.333333,1,114,0.703704,0.037037
attraction_gain,mutualist_interference_iota,high_obstruction_high_shared_cost,saturating_defence,162,0,3,54,0.333333,0.1,162,1.000000,0.333333
attraction_gain,mutualist_interference_iota,high_obstruction_high_shared_cost,saturating_defence,162,0,3,54,0.333333,0.25,156,0.962963,0.296296
attraction_gain,mutualist_interference_iota,high_obstruction_high_shared_cost,saturating_defence,162,0,3,54,0.333333,0.5,147,0.907407,0.240741
attraction_gain,mutualist_interference_iota,high_obstruction_high_shared_cost,saturating_defence,162,0,3,54,0.333333,1,111,0.685185,0.018519
attraction_defence_shared_cost,direct_joint_cost_kappa,high_obstruction_high_shared_cost,saturating_defence,162,0,1,36,0.222222,0.1,162,1.000000,0.222222
attraction_defence_shared_cost,direct_joint_cost_kappa,high_obstruction_high_shared_cost,saturating_defence,162,0,1,36,0.222222,0.25,156,0.962963,0.185185
attraction_defence_shared_cost,direct_joint_cost_kappa,high_obstruction_high_shared_cost,saturating_defence,162,0,1,36,0.222222,0.5,150,0.925926,0.148148
attraction_defence_shared_cost,direct_joint_cost_kappa,high_obstruction_high_shared_cost,saturating_defence,162,0,1,36,0.222222,1,126,0.777778,0.000000
attraction_tracking,antagonist_relief_rho,high_obstruction_high_shared_cost,saturating_both_curved_cost,162,0,3,79,0.487654,0.1,154,0.950617,0.438272
attraction_tracking,antagonist_relief_rho,high_obstruction_high_shared_cost,saturating_both_curved_cost,162,0,3,79,0.487654,0.25,149,0.919753,0.407407
attraction_tracking,antagonist_relief_rho,high_obstruction_high_shared_cost,saturating_both_curved_cost,162,0,3,79,0.487654,0.5,136,0.839506,0.327160
attraction_tracking,antagonist_relief_rho,high_obstruction_high_shared_cost,saturating_both_curved_cost,162,0,3,79,0.487654,1,124,0.765432,0.253086
floral_defence_efficacy,antagonist_relief_rho,high_obstruction_high_shared_cost,saturating_both_curved_cost,162,0,1,32,0.197531,0.1,154,0.950617,0.148148
floral_defence_efficacy,antagonist_relief_rho,high_obstruction_high_shared_cost,saturating_both_curved_cost,162,0,1,32,0.197531,0.25,149,0.919753,0.117284
floral_defence_efficacy,antagonist_relief_rho,high_obstruction_high_shared_cost,saturating_both_curved_cost,162,0,1,32,0.197531,0.5,136,0.839506,0.037037
floral_defence_efficacy,antagonist_relief_rho,high_obstruction_high_shared_cost,saturating_both_curved_cost,162,0,1,32,0.197531,1,130,0.802469,0.000000
defence_pollinator_cost,mutualist_interference_iota,high_obstruction_high_shared_cost,saturating_both_curved_cost,162,0,3,44,0.271605,0.1,159,0.981481,0.253086
defence_pollinator_cost,mutualist_interference_iota,high_obstruction_high_shared_cost,saturating_both_curved_cost,162,0,3,44,0.271605,0.25,152,0.938272,0.209877
defence_pollinator_cost,mutualist_interference_iota,high_obstruction_high_shared_cost,saturating_both_curved_cost,162,0,3,44,0.271605,0.5,146,0.901235,0.172840
defence_pollinator_cost,mutualist_interference_iota,high_obstruction_high_shared_cost,saturating_both_curved_cost,162,0,3,44,0.271605,1,120,0.740741,0.012346
attraction_gain,mutualist_interference_iota,high_obstruction_high_shared_cost,saturating_both_curved_cost,162,0,3,45,0.277778,0.1,158,0.975309,0.253086
attraction_gain,mutualist_interference_iota,high_obstruction_high_shared_cost,saturating_both_curved_cost,162,0,3,45,0.277778,0.25,151,0.932099,0.209877
attraction_gain,mutualist_interference_iota,high_obstruction_high_shared_cost,saturating_both_curved_cost,162,0,3,45,0.277778,0.5,146,0.901235,0.179012
attraction_gain,mutualist_interference_iota,high_obstruction_high_shared_cost,saturating_both_curved_cost,162,0,3,45,0.277778,1,118,0.728395,0.006173
attraction_defence_shared_cost,direct_joint_cost_kappa,high_obstruction_high_shared_cost,saturating_both_curved_cost,162,0,1,41,0.253086,0.1,156,0.962963,0.216049
attraction_defence_shared_cost,direct_joint_cost_kappa,high_obstruction_high_shared_cost,saturating_both_curved_cost,162,0,1,41,0.253086,0.25,154,0.950617,0.203704
attraction_defence_shared_cost,direct_joint_cost_kappa,high_obstruction_high_shared_cost,saturating_both_curved_cost,162,0,1,41,0.253086,0.5,146,0.901235,0.154321
attraction_defence_shared_cost,direct_joint_cost_kappa,high_obstruction_high_shared_cost,saturating_both_curved_cost,162,0,1,41,0.253086,1,125,0.771605,0.024691
