effect_id,study_id,study_cluster_id,doi,taxon,route,trait_role,trait_class,outcome_class,design_class,effect_input_type,effect_metric,effect_value,standard_error,n_treatment,n_control,mean_treatment,sd_treatment,mean_control,sd_control,event_treatment,non_event_treatment,event_control,non_event_control,correlation_r,n_total,effect_orientation,is_primary_effect,analysis_status,source_basis,source_locator,extraction_note,computed_effect_value,computed_standard_error,conversion_method,stratum_id
LGF_Pelayoetal2011,Pelayoetal2011,Pelayoetal2011,,Passiflora_mixta,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,0.6228306821,0.2028976857,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=146; synthesis_doi=10.1002/ecy.70036; primary_study_label=Pelayoetal2011,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,0.6228306821,0.2028976857,reported_effect,HF_larceny_female_lrr_comparative
LGF_Quinalhaetal2017,Quinalhaetal2017,Quinalhaetal2017,,Jacaranda_caroba,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-1.237800096,1.476056301,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=149; synthesis_doi=10.1002/ecy.70036; primary_study_label=Quinalhaetal2017,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-1.237800096,1.476056301,reported_effect,HF_larceny_female_lrr_comparative
LGF_Richardson_2004,Richardson_2004,Richardson_2004,,Chilopsis_linearis,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-1.223775432,1.215599301,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=150; synthesis_doi=10.1002/ecy.70036; primary_study_label=Richardson_2004,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-1.223775432,1.215599301,reported_effect,HF_larceny_female_lrr_comparative
LGF_Richmanetal_2018,Richmanetal_2018,Richmanetal_2018,,Ipomopis_aggregata,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-0.4795852347,0.1330616516,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=154;155;156;157;158;161;163;165; synthesis_doi=10.1002/ecy.70036; primary_study_label=Richmanetal_2018,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 8 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.4795852347,0.1330616516,reported_effect,HF_larceny_female_lrr_comparative
LGF_Rojas-Nossaetal2016,Rojas-Nossaetal2016,Rojas-Nossaetal2016,,Lonicera_etrusca,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-0.9940679914,0.008569969518,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=166;168; synthesis_doi=10.1002/ecy.70036; primary_study_label=Rojas-Nossaetal2016,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.9940679914,0.008569969518,reported_effect,HF_larceny_female_lrr_comparative
LGF_Santosetal2020,Santosetal2020,Santosetal2020,,Tecoma_stans,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,0.009779329144,0.1134645534,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=170;171;172;173; synthesis_doi=10.1002/ecy.70036; primary_study_label=Santosetal2020,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 4 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,0.009779329144,0.1134645534,reported_effect,HF_larceny_female_lrr_comparative
LGF_Tameles&Pan_2022,Tameles&Pan_2022,Tameles&Pan_2022,,Impatiens_capensis,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-0.02919915469,0.2125025012,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=184; synthesis_doi=10.1002/ecy.70036; primary_study_label=Tameles&Pan_2022,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.02919915469,0.2125025012,reported_effect,HF_larceny_female_lrr_comparative
LGF_Travesetetal1998,Travesetetal1998,Travesetetal1998,,Fuchsia_magellanica,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-0.2231435513,0.05499888699,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=186; synthesis_doi=10.1002/ecy.70036; primary_study_label=Travesetetal1998,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.2231435513,0.05499888699,reported_effect,HF_larceny_female_lrr_comparative
LGF_Utelli&Roy2001,Utelli&Roy2001,Utelli&Roy2001,,Aconitum_lycoctonum,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,0.04178296606,0.1121623755,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=187;188;189; synthesis_doi=10.1002/ecy.70036; primary_study_label=Utelli&Roy2001,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 3 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,0.04178296606,0.1121623755,reported_effect,HF_larceny_female_lrr_comparative
LGF_Valdivia&Gonzalez-Gomes_2006,Valdivia&Gonzalez-Gomes_2006,Valdivia&Gonzalez-Gomes_2006,,Lapageria_rosea,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-0.303186259,0.2102129271,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=190; synthesis_doi=10.1002/ecy.70036; primary_study_label=Valdivia&Gonzalez-Gomes_2006,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.303186259,0.2102129271,reported_effect,HF_larceny_female_lrr_comparative
LGF_Varma&Sinu2019,Varma&Sinu2019,Varma&Sinu2019,,multiple_species:2,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,0.02525833749,0.3286546445,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=192;193;194;195; synthesis_doi=10.1002/ecy.70036; primary_study_label=Varma&Sinu2019,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 4 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,0.02525833749,0.3286546445,reported_effect,HF_larceny_female_lrr_comparative
LGF_Varmaetal2020,Varmaetal2020,Varmaetal2020,,Leucas_aspera,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-0.0473589844,0.04902377633,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=196;197;198; synthesis_doi=10.1002/ecy.70036; primary_study_label=Varmaetal2020,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 3 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.0473589844,0.04902377633,reported_effect,HF_larceny_female_lrr_comparative
LGF_Zhangetal2009a,Zhangetal2009a,Zhangetal2009a,,multiple_species:4,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-0.09132983381,0.1100716834,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=229;230;231;232;233; synthesis_doi=10.1002/ecy.70036; primary_study_label=Zhangetal2009a,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 5 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.09132983381,0.1100716834,reported_effect,HF_larceny_female_lrr_comparative
LGF_Zhangetal2011,Zhangetal2011,Zhangetal2011,,Comastoma_pulmonarium,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-0.09498204052,0.09096487717,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=234;235;236;237; synthesis_doi=10.1002/ecy.70036; primary_study_label=Zhangetal2011,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 4 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.09498204052,0.09096487717,reported_effect,HF_larceny_female_lrr_comparative
LGF_Zhangetal_2010a,Zhangetal_2010a,Zhangetal_2010a,,Glechoma_longituba,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-0.1982886883,0.4482335299,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=213;214;215;216;217;218; synthesis_doi=10.1002/ecy.70036; primary_study_label=Zhangetal_2010a,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 6 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.1982886883,0.4482335299,reported_effect,HF_larceny_female_lrr_comparative
LGF_Zhangetal_2014,Zhangetal_2014,Zhangetal_2014,,Corydalis_ambigua,H_to_fitness,H,nectar_larceny,female_reproductive_success,comparative,reported_effect,log_response_ratio,-0.3129950976,0.09793055135,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=221; synthesis_doi=10.1002/ecy.70036; primary_study_label=Zhangetal_2014,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.3129950976,0.09793055135,reported_effect,HF_larceny_female_lrr_comparative
LGP_Caballeroetal_2013,Caballeroetal_2013,Caballeroetal_2013,,Tristerix_aphyllus,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,-0.09709245997,0.1760991375,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=25;27; synthesis_doi=10.1002/ecy.70036; primary_study_label=Caballeroetal_2013,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.09709245997,0.1760991375,reported_effect,HP_larceny_visitation_lrr_comparative
LGP_Cuevas&Guerrero_2016,Cuevas&Guerrero_2016,Cuevas&Guerrero_2016,,Salvia_gesnerifolia,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,1.098612289,0.3318724059,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=56; synthesis_doi=10.1002/ecy.70036; primary_study_label=Cuevas&Guerrero_2016,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,1.098612289,0.3318724059,reported_effect,HP_larceny_visitation_lrr_comparative
LGP_Dengetal_2015,Dengetal_2015,Dengetal_2015,,Alpinia_roxburghii,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,-0.4119760648,0.3051999031,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=262;66;67; synthesis_doi=10.1002/ecy.70036; primary_study_label=Dengetal_2015,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 3 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.4119760648,0.3051999031,reported_effect,HP_larceny_visitation_lrr_comparative
LGP_Fumero-Caban&Melendez-Ackerman_2013,Fumero-Caban&Melendez-Ackerman_2013,Fumero-Caban&Melendez-Ackerman_2013,,Pitcairnia_augustifolia,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,-1.111828917,0.07850799602,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=77;78; synthesis_doi=10.1002/ecy.70036; primary_study_label=Fumero-Caban&Melendez-Ackerman_2013,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-1.111828917,0.07850799602,reported_effect,HP_larceny_visitation_lrr_comparative
LGP_Hazlehurst&Karubian_2016,Hazlehurst&Karubian_2016,Hazlehurst&Karubian_2016,,Oreocallis_grandiflora,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,0.7025369209,0.8279159008,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=96; synthesis_doi=10.1002/ecy.70036; primary_study_label=Hazlehurst&Karubian_2016,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,0.7025369209,0.8279159008,reported_effect,HP_larceny_visitation_lrr_comparative
LGP_Heillingetal_2018,Heillingetal_2018,Heillingetal_2018,,Corydalis_caseana,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,-0.3085859067,0.4715244584,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=97;98;99; synthesis_doi=10.1002/ecy.70036; primary_study_label=Heillingetal_2018,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 3 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.3085859067,0.4715244584,reported_effect,HP_larceny_visitation_lrr_comparative
LGP_Irwin&Brody2000,Irwin&Brody2000,Irwin&Brody2000,,Ipomopis_aggregata,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,0.2646925542,0.02619850662,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=105; synthesis_doi=10.1002/ecy.70036; primary_study_label=Irwin&Brody2000,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,0.2646925542,0.02619850662,reported_effect,HP_larceny_visitation_lrr_comparative
LGP_Lara&Ornelas_2001,Lara&Ornelas_2001,Lara&Ornelas_2001,,Moussonia_deppeana,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,-0.2231435513,0.04196434102,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=112; synthesis_doi=10.1002/ecy.70036; primary_study_label=Lara&Ornelas_2001,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.2231435513,0.04196434102,reported_effect,HP_larceny_visitation_lrr_comparative
LGP_Lietal_2021,Lietal_2021,Lietal_2021,,Impatiens_oxyanthera,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,-0.9903793387,0.1773818999,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=116;117; synthesis_doi=10.1002/ecy.70036; primary_study_label=Lietal_2021,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 2 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.9903793387,0.1773818999,reported_effect,HP_larceny_visitation_lrr_comparative
LGP_Mackinetal_2021,Mackinetal_2021,Mackinetal_2021,,Digitalis_purpurea,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,0.1712957773,0.1080484509,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=120;121;123;124;125; synthesis_doi=10.1002/ecy.70036; primary_study_label=Mackinetal_2021,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 5 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,0.1712957773,0.1080484509,reported_effect,HP_larceny_visitation_lrr_comparative
LGP_Mallof_2001,Mallof_2001,Mallof_2001,,Corydalis_caseana,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,0.4212134651,0.02499649653,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=258; synthesis_doi=10.1002/ecy.70036; primary_study_label=Mallof_2001,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,0.4212134651,0.02499649653,reported_effect,HP_larceny_visitation_lrr_comparative
LGP_Mayeretal_2014,Mayeretal_2014,Mayeretal_2014,,Aconitum_napellus,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,0.1149598683,0.4380171677,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=127;128;129;130;132;133;134; synthesis_doi=10.1002/ecy.70036; primary_study_label=Mayeretal_2014,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 7 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,0.1149598683,0.4380171677,reported_effect,HP_larceny_visitation_lrr_comparative
LGP_Milet-Pinheiro&Schlindwein_2009,Milet-Pinheiro&Schlindwein_2009,Milet-Pinheiro&Schlindwein_2009,,Jacaranda_rugosa,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,-0.8846853925,0.0970877208,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=137; synthesis_doi=10.1002/ecy.70036; primary_study_label=Milet-Pinheiro&Schlindwein_2009,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 1 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.8846853925,0.0970877208,reported_effect,HP_larceny_visitation_lrr_comparative
LGP_Missagia&Alves2017,Missagia&Alves2017,Missagia&Alves2017,,Heliconia_spathocircinata,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,-1.421573349,0.6179380836,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=138;139;140; synthesis_doi=10.1002/ecy.70036; primary_study_label=Missagia&Alves2017,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 3 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-1.421573349,0.6179380836,reported_effect,HP_larceny_visitation_lrr_comparative
LGP_Richmanetal_2018,Richmanetal_2018,Richmanetal_2018,,Ipomopis_aggregata,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,-0.296781,0.2095106728,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=159;160;162;164; synthesis_doi=10.1002/ecy.70036; primary_study_label=Richmanetal_2018,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 4 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.296781,0.2095106728,reported_effect,HP_larceny_visitation_lrr_comparative
LGP_Singhetal_2014,Singhetal_2014,Singhetal_2014,,Tecomella_undulata,H_to_pollination,H,nectar_larceny,visitation_rate,comparative,reported_effect,log_response_ratio,-0.4221978082,0.08290735629,,,,,,,,,,,,,positive_is_more_declared_trait_more_declared_outcome,true,eligible_for_quantitative_synthesis,deposited_effect_size_table_of_published_synthesis,https://github.com/lacaleal/Meta-analysis_larcenists@04663ff895b300fc957c4a32f661e5f73ca95217:complete_hedges.csv rows[sample]=174;176;177; synthesis_doi=10.1002/ecy.70036; primary_study_label=Singhetal_2014,Recomputed as ln(mean_larcenist/mean_control) from deposited group means; 3 deposited effect(s) aggregated to one cluster effect at within-cluster correlation rho_w=1. Secondary analysis of a deposited table; not an independent extraction from the primary article.,-0.4221978082,0.08290735629,reported_effect,HP_larceny_visitation_lrr_comparative
